Title,Yield,Ingredients,Steps,URL,Tags,,,,,,,,,,,,,,,,,,
Winnie the Pooh's Honey Buns,6,"[{'main': ['2 Egg ', '75g Billington s Unrefined Golden Caster sugar', '1 tsp Unrefined dark muscovado sugar', '90g Self raising white flour', '1 tsp Baking powder', '1pinch Salt', '90g Butter ', '1 tbsp Honey']}]","['Preheat the oven to 180 C .', 'Line one muffin tin with 6 paper cases.', 'Whisk together the eggs and sugars until light and fluffy.', 'Fold in the sifted flour baking powder and salt.', 'Leave the mixture to rest for 30 minutes.', 'Stir in the melted butter and honey into the egg mix and spoon into the paper cases.', 'Bake for about 25 minutes or until firm to the touch.', 'Cool slightly and drizzle with honey to add some extra sweetness.']",https://www.bakingmad.com/recipes/winnie-the-pooh-s-honey-buns,,,,,,,,,,,,,,,,,,,
Easy Fairy Cakes,12,"[{'main': ['200g Butter ', '200g Billington s Unrefined Golden Caster Sugar', '3 Egg ', '1 tsp Nielsen Massey Vanilla Extract', '200g Self raising white flour', '0.5 tsp Baking powder']}, {'frosting': ['200g Billington s Unrefined Golden Caster Sugar', '50g Butter ', ' Food colouring']}, {'finish': [' Silver spoon icing sugar ']}]","['Preheat the oven to 180 C .', 'Line a cupcake tin with cake cases if you have no cake cases grease and flour the individual holes.', 'Beat together the butter sugar eggs and vanilla extract until the mixture is smooth.', 'Sift the flour into the bowl with the baking powder.', 'Stir in until well blended.', 'Spoon the mix into the cake cases if using.', 'Bake for 12 15 minutes until a skewer comes out clean when inserted.', 'Cool on a rack before decorating.', 'To make the icing cream the butter and sugar until fluffy and pale add a drop of milk if needed.', 'Add the colouring as required.', 'Using a small sharp knife carefully cut out the centre of the cake removing the sponge and slicing in half to make butterfly wings.', 'Spoon the buttercream into the centre and position the sponge wings on top.', 'Dust with icing sugar to finish.']",https://www.bakingmad.com/recipes/easy-fairy-cakes,,,,,,,,,,,,,,,,,,,
Double Chocolate Muffins by Truvia,6,"[{'main': ['3 Large free range egg ', '20g Truvia calorie free sweetener', '65ml Milk', '20g Cocoa', '35g Coconut flour', '2 tbsp Olive oil', '1 tsp Nielsen Massey Vanilla Extract', '1 tsp Baking powder', '100g Dark chocolate chips']}]","['Preheat oven to 160 C. Grease a muffin baking tin you can also use muffin papers.', 'In a bowl mix the eggs Truvia vanilla oil and milk.', 'Add the cocoa powder coconut flour baking powder and 70g of the chocolate chips.', 'Mix well until incorporated.', 'Fill each cupcake hole with the mixture until full and top each muffin with the remaining dark chocolate chips.', 'Bake for 20 25 minutes or until a cake tester comes out clean remove from oven and let the muffins cool completely in the baking pan when they are cool remove from the pan.']",https://www.bakingmad.com/recipes/double-chocolate-muffins,,,,,,,,,,,,,,,,,,,
Keto Egg Muffins,6,"[{'muffins': ['12 Eggs', '2 Spring onions', '5 rashers Cooked bacon', '170g Cheese ', '2 tbsp Red or green pesto ', 'To season Salt and pepper']}]","['Preheat the oven to 175 C .', 'Use butter to grease a 12x muffin tin thoroughly.', 'Chop the spring onion and the bacon into small pieces and spread evenly into the muffin tray.', 'Break the eggs into a big bowl and season with salt pepper and pesto.', 'whisk eggs together with seasoning and pesto.', 'Grate the cheese into the mix and stir.', 'Put the tray into the oven and bake for 15 20 minutes depending on the size of your muffin tray.']",https://www.bakingmad.com/recipes/keto-egg-muffins,,,,,,,,,,,,,,,,,,,
Blueberry Muffins,8,"[{'main': ['110g Unsalted butter ', '100g Silver Spoon Caster Sugar', '150ml Semi skimmed milk', '2 Large free range egg ', '1 tsp Nielsen Massey Vanilla Extract', '300g Allinson s Plain White Flour', '2 tsp Baking powder', '110g Blueberries', 'To dust Silver Spoon Icing Sugar']}]","['Preheat oven to 150 C .', 'Line a muffin tray with 10 muffin papers.', 'In a large mixing bowl beat together the butter sugar eggs milk and vanilla until light and fluffy.', 'Add the flour and baking powder beating well until smooth in consistency.', 'Stir in the blueberries and spoon the mixture into the prepared muffin cases Bake in a preheated oven for 30 35 minutes until firm to the touch.', 'Allow to cool remove from the tin and dust with icing sugar.']",https://www.bakingmad.com/recipes/blueberry-muffins,,,,,,,,,,,,,,,,,,,
Pecan Muffins,12,"[{'main': ['110g Billington s Unrefined Light Muscovado Sugar', '350g Allinson s Plain White Flour', '2 tsp Baking powder', '0.5 tsp Salt', '1 tsp Cinnamon ', '250ml Milk ', '2 Egg ', '50g Butter ', '75g Pecan nuts ']}]","['Sift the dry ingredients into a mixing bowl.', 'Beat together the eggs milk and melted butter and pour into the dry ingredients.', 'Add the pecans to the bowl and stir quickly until just blended the mixture will look lumpy but it s this that makes the muffins light.', 'Spoon into buttered muffin tins or paper muffin cases filling them two thirds full.', 'Bake for 20 25 minutes 200 C  until risen and golden.', 'Leave to cool in the tins for 2 minutes then finish cooling on a wire rack.']",https://www.bakingmad.com/recipes/pecan-muffins,,,,,,,,,,,,,,,,,,,
Almond and Fruit Cakes,24,"[{'apricot_puree': ['1 tbsp Water', '1 tsp Silver Spoon White caster sugar', '50g Apricot ']}, {'main': ['100g Butter ', '200g Almonds ', '200g Silver Spoon White caster sugar', '2 Egg white ', '40g Honey', '4 Egg ']}, {'topping': ['16 Cherries ', '20g Pistachio nuts', '16 Raspberries ', '20g Almonds ', '2 Plum ', '20g Hazelnuts']}]","['Make the apricot puree by putting the water sugar and apricots in a pan together and heating gently for 10 minutes.', 'Leave to cool.', 'Transfer to a food processor blitz until smooth and then pass through a fine sieve.', 'Set aside.', 'For the cakes put the butter in a saucepan and melt over a gentle heat.', 'Put the ground almonds sugar and egg whites in the bowl and beat to a paste.', 'This can also be mixed in the bowl of an electric mixer fitted with a paddle attachment.', 'Gradually add in the reserved apricot pur e and honey and beat until it is a smooth paste.', 'Gradually mix in the whole eggs and lastly the melted butter.', 'Put in a container and place in the fridge to rest for at least 1 hour.', 'Preheat the oven to 180 C .', 'Take the mixture from the fridge and spoon into a piping  bag fitted with a 10mm plain nozzle.', 'Pipe into each hole of the mini muffin mould until three quarters full.', 'Decorate the cakes with a variety of different toppings cherries and chopped pistachios raspberries and almonds and plum and chopped hazelnuts.', 'Bake for 12 15 minutes until golden on top.']",https://www.bakingmad.com/recipes/almond-and-fruit-cakes,,,,,,,,,,,,,,,,,,,
Snowman Cake Topper,1,"[{'topping': ['Subject to how big you 39 d like your decoration Sugar paste icing ', '60ml Water']}]","['To make your snowman body take some of the white icing and roll into an oval shape for his body a smaller round ball for his head and two sausage shapes with one end taperd for his arms.', 'Use a little water to glue them together.', 'To make his scarf roll out some of the red icing and use a sharp knife to cut a length for his scarf take a piece of this and wrap it around his neck using water to glue then take another shorter piece and cut some tassels into it for the end of the scarf and attach this using a little water.', 'Use 2 tiny balls of black icing for eyes and some orange icing rolled into a carrot shape for his nose.', 'Attach these using a little water to stick them on.', 'To make the hat take some of the brown icing and shape into a smooth round disc about 2cm thick then using your fingertips carefully pinch the bottom edge all the way around to form a brim.', 'Fold one side up and decorate with a holly berry and some holly leaves if you have a holly cutter.', 'Stick the hat on his head using a little water.', 'If you d like to try something new we have a video which shows you how to make a snowman shaped Christmas Cake.']",https://www.bakingmad.com/recipes/snowman-cake-topper,,,,,,,,,,,,,,,,,,,
Red Velvet Cupcake Bouquet,12,"[{'main': ['225g Butter ', '225g Billington s Unrefined Golden Caster sugar', '3 Egg ', '1 tsp Nielsen Massey Vanilla Extract', '190g Allinson s Plain White Flour', '35g Cocoa powder', '10g Baking powder', '1.5 tbsp Red food colouring']}, {'frosting': ['500g Icing sugar', '250g Butter ', '1 tsp Nielsen Massey Vanilla Extract', '1 tbsp Red food colouring']}]","['To create the finished bouquet you will need 12 wooden skewers or gardener s green sticks green oasis and a small plant pot.', 'Preheat the oven to 180 C  and line a 12 hole cupcake tin with cupcake cases.', 'Cream together the butter and sugar until pale and fluffy then add the beaten eggs one by one and the vanilla extract mixing well between each one to ensure the mixture doesn t curdle.', 'Sift in the flour cocoa and baking powder and carefully fold in until just incorporated do not over mix.', 'Then add the red colour and carefully mix until distributed evenly through the batter.', 'Spoon into the cupcake cases until they are 2/3 full then place in the oven for 25 minutes or until a skewer comes out clean and the cakes are springy to the touch.', 'Remove from the oven leave to cool then transfer to a cooling wire to cool completely.', 'To make the buttercream place the butter and icing sugar in a large bowl with the vanilla extract and start to beat together slowly to start with then increase the speed and beat until the buttercream is light and fluffy.', 'You can add a few drops of food colour here if you wish.', 'Pipe swirls of buttercream onto the top of each cake using a piping bag.', 'To construct the bouquet place some oasis in the base of a plant pot then place a skewer into the bottom of a cupcake then stick this into the oasis work your way round from the base and then into the centre to finish.']",https://www.bakingmad.com/recipes/red-velvet-cupcake-bouquet,,,,,,,,,,,,,,,,,,,
Courgette and chive muffins ,12,"[{'main': ['350g Self raising white flour', '85g Margarine', '1 tsp Baking powder', '2 Egg ', '300ml Milk ', '2 tsp Chives ', '1 Courgette ', '85g Cheddar cheese']}]","['Preheat the oven to 200 C .', 'Line a 12 hole muffin tin with muffin cases.', 'Place all the ingredients except 60g of the cheese in a mixing bowl and mix until just blended.', 'Spoon the mixture into the muffin cases and sprinkle with the remaining cheese.', 'Bake for 20 minutes.', 'Remove from the oven and allow to stand for 5 minutes before removing from the tin.', 'Best served warm.']",https://www.bakingmad.com/recipes/courgette-and-chive-muffins,,,,,,,,,,,,,,,,,,,
Broccoli & Cheese Muffins,6,"[{'muffins': ['340g Broccoli ', '225g Allinson s Self Raising White Flour', '170g Oats', '1 tsp Salt', '1 Egg', '85ml Milk', '2 tbsp Olive oil', '1 tsp Sugar', '1 tsp Dijon mustard', '85g Spring onions', '170g Grated cheese']}, {'topping': ['30g Pumpkin seeds', '10g Sesame seeds']}]","['Position an oven rack in the center of your oven and preheat your oven to 200 c/ 400 F Using Muffin cases line a 6 cup muffin tray.', 'In a medium bowl whisk together the flour oats baking powder and salt until it s well incorporated.', 'In a small bowl whisk together the egg milk olive oil sugar and mustard until well mixed.', 'Stir in the broccoli spring onions and half of the cheese.', 'Mix the egg broccoli mixture to the flour mixture and mix together until just blended.', 'Divide the batter equally among the 6 prepared muffin cups.', 'Sprinkle the top of each muffin with the remaining cheese.', 'Bake in the oven for around 20 minutes.', 'Check the muffins are baked by inserting a skewer to the middle if it comes out clean it s ready.', 'Decorate your muffins with pumpkin and sesame seeds Remove from the oven and let cool in the pan on a wire rack for 5 minutes.', 'Then tranfer each muffin from the tin directly to cool on it s own on the wire rack.']",https://www.bakingmad.com/recipes/broccoli-and-cheese-muffins,,,,,,,,,,,,,,,,,,,
Chocolate brownie muffins,12,"[{'main': ['50g Unrefined dark muscovado sugar', '110g Plain chocolate ', '100g Pecan nuts ', '225g Self raising white flour', '1 tsp Baking powder', '225ml Milk ', '4 tbsp Sunflower oil', '1 tsp Nielsen Massey Vanilla Extract', '1 Egg ']}]","['Preheat the oven to 220 C  and line a 12 hole muffin tin with paper cases.', 'Place the sunflower oil eggs dark muscovado flour baking powder milk vanilla extract and melted chocolate in a large bowl and beat together until smooth.', 'Stir in the pecan nuts.', 'Spoon into paper muffin cases and bake for 15 20 minutes until well risen and firm.', 'Cool on a wire wrack and enjoy']",https://www.bakingmad.com/recipes/chocolate-brownie-muffins,,,,,,,,,,,,,,,,,,,
Calorie conscious chocolate muffins,12,"[{'main': ['225g Allinson s Plain White Flour', '25g Cocoa powder', '100g Silver spoon half spoon sugar', '2 tsp Baking powder', '0.25 tsp Bicarbonate of soda', '150ml Sour cream', '2 Egg ', '1 tsp Nielsen Massey Vanilla Extract', '100g Butter ', '1 tbsp Milk']}]","['Pre heat the oven to 200 C .', 'Line a cupcake tray with 12 cupcake cases.', 'Place all of the ingredients in a mixing bowl and beat well with a wooden spoon until smooth.', 'Divide between the cupcake cases and bake for 15 20 minutes until firm to the touch.', 'Allow to cool in the tin for five minutes then cool on a wire rack.']",https://www.bakingmad.com/recipes/calorie-conscious-chocolate-muffins,,,,,,,,,,,,,,,,,,,
Giant Chocolate Cupcake,10,"[{'main': ['300g Self raising white flour', '340g Unsalted butter ', '340g Billington s Unrefined Golden Caster Sugar', '6 Large egg ', '2 tsp Baking powder', '1 tbsp Nielsen Massey Vanilla Bean Paste', '40g Cocoa powder']}, {'frosting': ['400g Silver Spoon Icing Sugar', '100g Cocoa powder', '160g Unsalted butter ', '50ml Milk ', 'A handful Dark chocolate shavings ']}]","['Preheat the oven to 160 C .', 'Using a hand held electric whisk or freestanding mixer cream the butter and sugar together until pale and fluffy.', 'Gradually add the eggs and vanilla paste beating in between each addition.', 'Sieve in the flour cocoa powder and baking powder.', 'Pour the mixture into the cupcake tin approx 2/3 in the large base and 1/3 in the lid.', 'Bake in the oven for 1 hour until the sponge is springy to the touch and golden brown in colour.', 'Cool and turn onto a wire rack to cool completely.', 'To make the frosting whisk the icing sugar cocoa powder and butter until the mixture has a sandy consistency add the milk then whisk on a high speed until soft and fluffy.', 'Use some of the frosting to sandwich the base and lid of the cupcake together then cover the lid with the rest of the frosting using a palette knife.', 'Alternatively fill a piping bag and pipe the buttercream in swirls.', 'Anti clockwise swirls will create a buttercream rose effect.', 'You can practise on a sheet of baking paper beforehand.', 'Decorate with chocolate shavings.']",https://www.bakingmad.com/recipes/giant-chocolate-cupcake,,,,,,,,,,,,,,,,,,,
Christmas Fairy Cakes,24,"[{'main': ['200g Billington s Unrefined Dark Muscovado Sugar', '175g Butter ', '3 Egg ', '200g Allinson s Plain White Flour', '0.5 tsp Baking powder', '1 tsp Mixed spice ', '1 tsp Cinnamon ', '2 tsp Ginger ', '1 Orange zest', '1 Orange juice', '750g Dried mixed fruits', '85g Pecan nuts ', '85g Almonds ']}, {'frosting': ['500g Silver Spoon Icing Sugar', '160g Butter ', '50ml Milk ', '1.5 tsp Nielsen Massey Vanilla Extract', ' Green sugar paste icing', ' Red sugar paste icing']}]","['Add the sugar butter dried fruit ginger orange zest and juice to a large pan and slowly bring to the boil stirring frequently to melt the butter.', 'Reduce the heat and bubble gently for 10 minutes continuing to stir regularly then set aside to cool.', 'Stir in the nuts eggs and ground almonds into the fruit mix.', 'Sift in the flour baking powder and spices and stir everything together gently but thoroughly.', 'Preheat oven to 150 C .', 'Scoop the cake mix into 24 fairy cake cases then level the tops with a spoon dipped in hot water.', 'Bake for 35 45 mins until golden and just firm to touch.', 'A skewer inserted should come out clean.', 'Cool on a wire rack.', 'Beat together the butter icing sugar vanilla extract and milk until light.', 'Smooth onto each cupcake.', 'For a more adult twist swap the vanilla extract for a splash of brandy.', 'Roll out the green sugar paste and use a holly cutter to stamp out the leaves.', 'Roll 3 small balls of red sugar paste and top the leaves on the cupcakes to make the berries.']",https://www.bakingmad.com/recipes/christmas-fairy-cakes,,,,,,,,,,,,,,,,,,,
Mini Summer Courting Cakes,12,"[{'main': ['100g Butter ', '100g Billington s Unrefined Golden Caster Sugar', '2 Egg ', '1 tsp Nielsen Massey Vanilla Bean Paste', '100g Self raising white flour', '50g Almonds ', '1 tbsp Milk ']}, {'topping': ['250g Strawberries ', '1 tbsp Balsamic vinegar', '200ml Double cream', '1 tsp Vanilla bean paste', '3 tbsp Billington s unrefined golden icing sugar ']}]","['Preheat the oven to 180C  and butter 12 holes in an non stick muffin tin .', 'Beat the butter and the sugar together until light and fluffy.', 'Gradually beat in the eggs followed by the vanilla bean paste flour almonds and milk.', 'Divide between the muffin tins  and bake for 20 minutes until cooked through.', 'Let them sit in the tin for 5 minutes then remove and cool on a wire rack.', 'Meanwhile for the topping toss the strawberries with balsamic vinegar and leave to rest for 15 minutes.', 'Lightly whip the cream with the vanilla bean paste and icing sugar.', 'To assemble top the cakes firstly with cream and then the strawberries.', 'Dust with icing sugar and serve.']",https://www.bakingmad.com/recipes/mini-summer-courting-cakes,,,,,,,,,,,,,,,,,,,
Toffee crunch muffins,5,"[{'main': ['150g Allinson s Plain White Flour', '1 tbsp Baking powder', '0.5 tsp Salt', '2 Egg ', '220ml Milk ', '110g Butter ', '1 tsp Nielsen Massey Vanilla Extract', '110g Toffee pieces', '75g Billington s Unrefined Light Muscovado Sugar']}]","['Preheat the oven to 200 C .', 'Sift the flour baking powder and salt into a large mixing bowl.', 'Combine the eggs sugar milk melted butter and vanilla until well blended.', 'Make a well in the centre of the dry ingredients and pour in the egg mixture all at once.', 'Quickly stir together with a large metal spoon until just combined.', 'Spoon the mixture into muffin cases to half fill them.', 'Sprinkle on the toffee pieces dividing them equally between the muffins.', 'Top with muffin mixture to almost fill the cases.', 'Sprinkle each muffin with the remaining toffee pieces.', 'Bake in the oven for 20 30 minutes until well risen.', 'Place the muffins on a wire rack and leave to cool.']",https://www.bakingmad.com/recipes/toffee-crunch-muffins,,,,,,,,,,,,,,,,,,,
Fruit Fairy Cakes,6,"[{'main': ['55g Stork ', '55g Silver spoon half spoon sugar', '1 Eggs', '85g Self raising white flour', ' Cr me fra che ', ' Raspberries ']}, {'apple_puree': ['500g Apple ', '1 tbsp Lemon juice', '50ml Apple juice']}]","['Preheat the oven to 180 C  Fill a muffin tin with 6 paper cases.', 'To make the apple puree peel core and thinly slice 500g eating apples and place the slices in a saucepan.', 'Toss the apples with the lemon juice to avoid browning.', 'Add about 50ml apple juice or water and place the pan over a medium heat.', 'Bring slowly to the boil reduce the heat cover and simmer for about 20 minutes minutes or until the apples are reduced to a pulp stirring occasionally and breaking up with a wooden spoon.', 'Use can use any left over apple puree in yogurt or on breakfast cereal.', 'Beat together the low fat spread and sugar until light and fluffy.', 'Beat in the egg until combined.', 'Fold in the flour and 2 tablespoons of apple puree.', 'Spoon the batter into the cases and bake for 12 15 minutes.', 'Remove the cakes from the tin and leave to cool on a wire rack.', 'When cooled use a sharp knife to slice off the top part of each cake.', 'Fill the hole in the cake with cr me fraiche and raspberries.', 'Halve the sliced off cake into two and arrange in the cr me fraiche to make the traditional butterfly wings.']",https://www.bakingmad.com/recipes/fruit-fairy-cakes,,,,,,,,,,,,,,,,,,,
Calorie conscious blueberry muffins,12,"[{'main': ['300g Allinson s Plain White Flour', '3 tsp Baking powder', '35g Truvia granulated sweetener', '2 Egg ', '260ml Buttermilk', '1 tsp Nielsen Massey Vanilla Extract', '3 tbsp Vegetable oil', '250g Blueberries', '3 tbsp Milk ', '50g Billington s Unrefined Golden Caster sugar']}]","['Preheat the oven to 180 C .', 'Line a muffin tin with 12 muffin cases.', 'Sieve the flour and baking powder into a bowl then add the Truvia and golden caster sugar.', 'In a jug mix the egg buttermilk vanilla extract vegetable oil and milk then add to the flour and mix until well combined.', 'Carefully fold in the blueberries ensuring they are evenly distributed.', 'Spoon evenly into the muffin cases until they are 2/3 full then bake in the oven for 20 25 minutes until springy to the touch.', 'Cool on a wire rack.']",https://www.bakingmad.com/recipes/calorie-conscious-blueberry-muffins,,,,,,,,,,,,,,,,,,,
Tiramisu Mini Treats,12,"[{'muffins': ['50g Dark chocolate', '50g Butter ', '1 Egg ', '1 tbsp Espresso powder', '1 tbsp Water ', '50g Billington s Unrefined Light Muscovado Sugar', '2 tbsp Allinson s Plain White Flour', '0.5 tsp Baking powder']}, {'topping': ['100g Mascarpone cheese', '75g Billington s Unrefined Golden Icing Sugar ', ' Cocoa powder ']}]","['Preheat the oven to 180 C .', 'Line the mini muffin tin with mini cases or alternatively prepare by greasing and flouring.', 'Put the chocolate and butter in a non metalic heatproof bowl.', 'Set over a pan of simmering water and melt the chocolate and butter together.', 'Allow to cool slightly.', 'Whisk the egg with the sugar well until blended.', 'Stir in the melted chocolate and butter.', 'Dissolve the expresso powder in the boiling water and stir this into the mix before carefully folding in the flour and baking powder until the mix is even.', 'Spoon into the mini muffin tin and bake for 10 12 minutes.', 'For the topping mix together the mascarpone and icing sugar.', 'To serve spoon a little of the mascarpone frosting on top of each mini muffin and sift over the cocoa powder.']",https://www.bakingmad.com/recipes/tiramisu-mini-treats,,,,,,,,,,,,,,,,,,,
Vegan Blueberry Muffins by Juliet Sear,6,"[{'muffins': ['15g Ground flaxseed', '45ml Hot water', '250g Allinson s plain wholemeal flour', '75g Rolled oats plus more to sprinkle at the end', '100g Billington s light muscovado sugar', '1 tsp Ground cinnamon', '1 tbsp Baking powder', '1 tsp Sea salt', '2 Medium bananas ', '200ml Almond milk ', '60ml Vegetable oil', '60ml Ground almond butter', '1 tsp Nielsen Massey Vanilla Bean Paste', '125g Blueberries']}]","['Preheat oven to 180 C/350 F. Line a 12 cup muffin pan with muffin cases.', 'Start by making a flax egg In a small bowl mix the ground flaxseed with 3 tablespoons water.', 'Set aside for 10 minutes to absorb.', 'In a large bowl mix together the flour oats sugar cinnamon baking powder and salt.', 'In a medium bowl mash the bananas using a fork.', 'Add the flax egg almond milk oil almond butter and vanilla and whisk to combine.', 'Add the wet ingredients to the dry and stir gently until just combined.', 'Add the blueberries and fold gently in to the batter.', 'Divide the batter between the 12 muffin cases.', 'Top with a few extra oats and a sprinkling of brown sugar on the top of each.', 'Bake for about 25 minutes until golden and a skewer inserted into the centre comes out clean.', 'Leave to cool in the pan for 5 minutes before transferring to a cooling rack to cool completely.']",https://www.bakingmad.com/recipes/vegan-blueberry-muffins,,,,,,,,,,,,,,,,,,,
Mini Strawberry Frangipanes,24,"[{'main': ['175g Strawberries ', '75g Butter ', '75g Billington s Unrefined Golden Caster sugar', '50g Self raising white flour', '1 Egg ', '50g Almonds ', '1 tsp Almond extract', '40g Almonds ']}]","['Preheat the oven to 180 C .', 'Separate 24 petite four cases and put into 2 x 12 section mini muffin tins.', 'Halve or quarter the strawberries depending on their size and keep 24 pieces to one side.', 'Chop the rest.', 'Cream the butter and sugar together until soft and pale.', 'Add the flour and egg and mix until smooth then stir in the ground almonds and almond extract.', 'Stir in the chopped strawberries then spoon into the petite four cases.', 'Press one of the reserved strawberry pieces into each one then sprinkle with the flaked almonds.', 'Bake for 12 15 minutes until well risen golden brown and the cakes spring back when pressed with a fingertip.', 'Leave to cool for 10 minutes then transfer the cakes to a wire rack to cool completely.', 'Pack into a box lined with non stick baking paper and tie with ribbon.', 'Best eaten on the day of making.']",https://www.bakingmad.com/recipes/mini-strawberry-frangipanes,,,,,,,,,,,,,,,,,,,
Gluten Free Chocolate & Cherry Muffins by Allinson's,12,"[{'muffin': ['100g Billington s light muscovado sugar', '100g Cherries or glace cherries cut in half', '100g Dark chocolate chips', '150g Allinson s Buckwheat Flour Blend', '2 tsp Gluten free baking powder', '150g Natural yoghurt', '100g Melted butter', '2 Large eggs', '2 tsp Cider vinegar', '2 tsp Nielsen Massey Vanilla Extract', '0.5 tsp Xanthan powder']}]","['Set the oven to 180 C fan  and put 12 muffin cases in a deep muffin tray.', 'In a mixing bowl add the sugar eggs cider vinegar vanilla and yogurt to the bowl and beat vigorously with a whisk until smooth.', 'Sift in the flour Xanthan and baking powder and beat again until the flour is incorporated.', 'Fold in the cherries and chocolate chips gently.', 'Pour the mixture into a jug and pour evenly into the 12 muffin cases.', 'There should be at least 1cm of paper case above the mixture to allow the muffins to rise without spilling over the top.', 'If you have more mixture then keep it back and bake anything extra when the first batch are done.', 'Bake the muffins for 25 minutes or until well risen and firm to light pressure a skewer will come out clean.', 'Eat while still warm or keep in an airtight box for a few days.', 'If you would like to keep these longer then freeze in the paper case and warm a little in the oven after defrosting.']",https://www.bakingmad.com/recipes/gluten-free-chocolate-and-cherry-muffins,,,,,,,,,,,,,,,,,,,
Pumpkin & Ginger Muffins,12,"[{'main': ['250g Pumpkin ', '125g Half spoon granulated sugar', '3 Large free range egg ', '175g Margarine', '350g Self raising white flour', '1 tbsp Ground ginger', '2 tbsp Milk ']}]","['Preheat the oven to 180 C .', 'Place 12 muffin cases in a muffin tray.', 'Place the pumpkin in a food processor and whiz until quite finely chopped.', 'Add all the remaining ingredients except the milk and whiz until smooth.', 'Add the milk gradually until you get a soft dropping consistency.', 'Alternatively you could grate the pumpkin and beat in the remaining ingredients.', 'Divide between the muffin cases and bake for about twenty minutes until firm to the touch.']",https://www.bakingmad.com/recipes/pumpkin-and-ginger-muffins,,,,,,,,,,,,,,,,,,,
Caramel chocolate chip muffins,10,"[{'muffins': ['110g Butter ', '100g Silver Spoon Caster Sugar', '150ml Milk ', '2 Egg ', '1 tsp Nielsen Massey Vanilla Extract', '300g Allinson s Plain White Flour', '2 tsp Baking powder', '150g Milk chocolate chips']}, {'topping': ['450g Silver Spoon Icing Sugar', '75g Butter ', '185g Cream cheese', '175g Caster sugar', '2 tbsp Water']}]","['Preheat the oven to 150 C  and line a muffin tin with 10 muffin cases.', 'In a large bowl beat together the butter and sugar.', 'Gradually add the milk eggs and vanilla extract to the mix and continue to beat until light and fluffy.', 'Add the flour gradually and baking powder and beat until smooth.', 'Stir in the chocolate chips and spoon into the muffin cases.', 'Bake in the oven for 30 35 minutes until firm to the touch.', 'To make the cream cheese icing beat the icing sugar and butter together on a medium speed until well mixed.', 'Add all of the cream cheese and beat for 5 minutes or until you reached the desired consistency.', 'Fill a piping bag and decorate each muffin.', 'For the caramel syrup place the caster sugar into a heavy based saucepan and place over a medium heat until the sugar starts to melt at the edges.', 'Shake the pan occasionally and stir until all the sugar has melted.', 'Add 2 tbsp cold water and stir well.', 'Use a spoon to drizzle over the top of the muffins.']",https://www.bakingmad.com/recipes/caramel-chocolate-chip-muffins,,,,,,,,,,,,,,,,,,,
Chocolate Pretzel Cupcake,10,"[{'main': ['150g Butter ', '150g Billington s Unrefined Light Muscovado Sugar', '3 Egg ', '115g Self raising white flour', '35g Cocoa powder', '0.5 tsp Baking powder', '100g Milk chocolate chips', '0.5 tsp Nielsen Massey Vanilla Extract']}, {'frosting': ['300g Cream cheese', '1 tsp Vanilla bean paste', '300g Unrefined golden icing sugar', '25g Cocoa powder']}, {'topping': ['24 Pretzels', '50g Dark chocolate']}]","['Set the oven to 170 C .', 'Line a muffin tin with large paper cupcake cases.', 'Place the butter and muscovado sugar in a mixing bowl and beat until light and fluffy.', 'Gradually add the beaten eggs a little at a time until smooth.', 'Using a large metal spoon fold in the flour cocoa vanilla and baking powder and chocolate chips.', 'Divide the mixture between the cupcake cases.', 'Bake for 20 25 minutes until risen and just firm to the touch.', 'Allow to cool.', 'To make the icing beat the cream cheese vanilla bean paste icing sugar and cocoa together until smooth then swirl or pipe onto the cupcakes Melt the chocolate and dip the pretzels partially in to create the decorations.', 'Allow these to set and then place on top of the cupcakes.']",https://www.bakingmad.com/recipes/chocolate-pretzel-cupcake,,,,,,,,,,,,,,,,,,,
