Title,Yield,Ingredients,Steps,URL,Tags,,,,,,,,,,
Honey & Stem Ginger Loaf Cake,8,"[{'sponge': ['160g Honey', '150g Salted butter ', '60g Billington s dark muscovado sugar', '200g Allinson s Self Raising Flour', '1.5 tsp Ground ginger', '50g Stem ginger in syrup ', '2 Eggs']}, {'frosting': ['3 tbsp Honey']}, {'mascarpone_whipped_cream': ['150g Mascarpone cheese', '150ml Double cream', '4 tbsp Honey', '1 tsp Nielsen Massey Vanilla Bean Paste', '1 Lemon zest ']}, {'roasted_figs': ['4 Ripe figs', '40g Honey']}, {'pistachios': ['30g Pistachios', '20g Honey']}]","['Preheat the oven to 180 C/160 C fan.', 'Line a 2lb loaf tin with baking parchment.', 'Place the honey butter and sugar into a saucepan and heat gently until the butter melts and sugar dissolves.', 'Once melted bring to the boil and allow to simmer gently for 1 minute before removing and allowing to cool a little.', 'In a separate bowl sift the flour and ground ginger together finely grate the stem ginger and stir in.', 'Once the honey mix has cooled to just being warm add the eggs and whisk to combine before adding to the dry ingredients bowl.', 'Mix well until all ingredients are combined and you have a smooth batter.', 'Pour the batter into the prepared tin and bake for approx.', '45 minutes or until well risen and a cake tester in the center comes out clean.', 'Remove from the oven and transfer to a wire rack.', 'Warm 2 Tbsp of the honey in a small pan and brush over the warm cake.', 'You can repeat this with the remaining Tbsp of honey once the cake is cooled for an extra sticky glaze.', 'For the mascarpone cream Put the cream and mascarpone into a bowl together and whip until it forms soft peaks.', 'Add the remaining ingredients and fold in.', 'Continue to whip slightly more if you need the cream to be firmer to layer between a cake.', 'Use immediately or keep chilled until you are ready.', 'For the figs Pre heat the oven to 180 C fan.', 'Place the figs on a baking tray with a lip to collect any juices.', 'Drizzle the honey over the figs and place in the oven for 8 10 minutes until the figs have softened and the juice thickened baste using the cooking juices halfway through the cook time.', 'Remove and allow to cool.', 'For the pistachios Pre heat the oven to 180 C. In a bowl combine the pistachios with the honey and mix together until well coated.', 'Place on a lined baking tray in a single layer and bake for 5 7 minutes until the honey glaze looks sticky at the edges and the nuts just getting a hint of color.', 'Leave to cool before chopping.', 'To assemble place the cake on a serving plate spoon the mascarpone cream on top and top with the figs and pistachios.', 'Drizzle with a final tablespoon of honey if desired.']",https://www.bakingmad.com/recipes/honey-and-stem-ginger-loaf-cake,,,,,,,,,,,
"Cookie, Oreo & Brownie Layered Cake",8,"[{'sponge': ['340g Butter ', '340g Billington s Unrefined Golden Caster Sugar', '6 Eggs ', '1 tsp Nielsen Massey Vanilla Extract', '340g Self Raising Flour', '1 1/2 tsp Baking powder', '3 tbsp Milk ', '3 tbsp Silver spoon treacle', '75g Dark chocolate chips', '30g Cocoa powder', '7 Oreo biscuits ']}, {'frosting': ['125g Butter ', '250g Silver Spoon Icing Sugar', '15ml Nielsen Massey Vanilla Extract', '20ml Milk ']}, {'ganache': ['200g Dark chocolate', '200ml Double cream']}, {'topping': ['4 Oreo biscuits', '4 Cookies', '4 Brownie bits']}]","['Preheat the oven to 190 c /170 c Fan /Gas Mark 5.', 'Grease and line the bases of 3 20cm/8in loose bottomed sandwich tins Cream together the butter and sugar until light and fluffy.', 'Add the eggs one at a time with a spoonful of flour to prevent the egg from curdling.', 'Add the vanilla extract and mix well Fold in the rest of the flour with the baking powder.', 'Divide the mixture into 3 equal amounts.', 'In one mix the treacle and chocolate chips with 1 tbsp.', 'milk.', 'In another mix in the cocoa powder and 1 tbsp.', 'milk.', 'In the last mix in the crushed Oreos and 1 tbsp milk.', 'Put each mixture into one of the prepared tins.', 'Bake in your preheated oven for 25 minutes.', 'The cakes may need a few minutes longer if they are on lower shelves.', 'The cake is ready when the sponge springs back when pressed with a fingertip.', 'Once cooked cool in the tins for 5 minutes and then turn out of the tins and allow to cool completely on a rack.', 'While the cakes are cooling mix your buttercream by combining all the ingredients.', 'Whisk hard for 5 minutes until it is really pale and light.', 'When the cakes are cooled place on your serving plate.', 'Spread the chocolate chip layer with 1/3 of the buttercream top with the Oreo layer spread this with 1/3 of the buttercream.', 'Finish with the chocolate layer.', 'Coat the cake with the remaining buttercream.', 'Spread this thinly to create a naked finish.', 'To make the ganache chop the chocolate into very small pieces.', 'Heat thecream until nearly boiling.', 'Pour this over the chopped chocolate and stir until itmelts.', 'Allow to cool to room temperature.', 'To decorate the cake pour over enough ganache to make it drip over thesides  and top with oreos cookies and brownie bits.']",https://www.bakingmad.com/recipes/cookie-oreo-and-brownie-layered-cake,,,,,,,,,,,
Toffee Apple Crumble Layer Cake ,20,"[{'sponge': ['750g Unsalted butter ', '600g Billington s Unrefined Golden Caster Sugar', '150g Billington s Unrefined Light Muscovado Sugar', '12 Free range large eggs', '750g Self Raising Flour', '0.5 tsp Baking powder', '180ml Whole milk', '0.5 tsp Nielsen Massey Vanilla Extract']}, {'crumble': ['225g Allinson s Plain White Flour', '135g Billington s unrefined soft brown sugar', '1 tsp Sea salt', '150g Unsalted butter ']}, {'frosting': ['900g Unsalted butter ', '1.95kg Silver Spoon Icing Sugar', '2 tsp Ground cinnamon', '180ml Whole milk', '1.5 tsp Nielsen Massey Vanilla Extract']}, {'filling': ['1 jar Apple sauce', '300ml Salted caramel', '10 Apple crisps ']}]","['Preheat oven to 180 C/Fan 160 C/Gas 4 and grease and line the cake tins.', 'For the cakes Cream your butter and both sugars together in a large bowl with a freestanding or hand held mixer until light and fluffy.', 'Crack the eggs in one at a time mixing after each addition.', 'Turn the speed down very low and add your flour and baking powder.', 'Finally add the milk and vanilla and give it one more blast.', 'Divide your mixture evenly between the cake tins and bake for 25 30 minutes or until a skewer inserted into the middle comes out clean.', 'Remove from the oven and allow to cool for 10 15 minutes in the tins before turning out on to a wire rack.', 'For the crumble Line a baking tray with baking paper.', 'Tip your flour sugar and salt into a large bowl and give it a good mix.', 'Take the cubes of butter and begin to rub them into the flour.', 'Your aim is to have a clustery crumble.', 'Tip the crumble on to the baking tray and bake for 25 30 minutes until deep golden brown.Remove from the oven and leave to cool.', 'Now take this opportunity to relieve some stress SMASH IT Tip into an airtight container ready for later.', 'For the buttercream Measure your butter into a large bowl and beat with your free standing or hand held mixer until light and pale.', 'Sift your icing sugar and cinnamon into a separate bowl then add it to the butter in 3 stages beating after each addition.', 'Scrape down the sides of the bowl from time to time.', 'Add your milk and vanilla to loosen the buttercream and give it one more mix.', 'Assemble Use a cake leveller or sharp knife to trim the top off all the cakes so they are level.', 'Spread a small amount of buttercream on a board that is slightly bigger than your sponges and place your first layer of sponge on top.', 'Place that board on a turntable if you have one.', 'Place half the buttercream in a piping bag snip the end and pipe a circle around the edge of the first layer of sponge leaving a 10cm circle in the middle.', 'Fill that circle with apple sauce and sprinkle with crumble.', 'Spoon the caramel into a piping bag and cut the tip off then squiggle the salted caramel on top.', 'Repeat until all the sponges are stacked.', 'Your last sponge should be placed upside down on top.', 'For the crumb coat Using a palette knife cake scraper and a turntable coat the outside and top of the cake with a thin layer of the remaining buttercream.', 'Place in the fridge for at least an hour to set.', 'Finale Remove the cake from the fridge and apply another layer of buttercream around the sides and top of the cake.', 'Use any leftover buttercream to pipe around the top edges of your cake.', 'Finally place apple crisps on top with more crumble and YES MORE CARAMEL']",https://www.bakingmad.com/recipes/toffee-apple-crumble-layer-cake,,,,,,,,,,,
Maple Sticky Toffee Apple Cake ,12,"[{'sticky_toffee_sponge': ['175g Butter', '200g Billington s dark muscovado sugar', '150g Billington s very dark maple syrup', '150ml Milk', '2 Medium free range eggs', '250g Plain flour', '1 tsp Bicarbonate of soda', '150g Chopped dates', '2 Apples ']}, {'frosting': ['125g Unsalted butter ', '250g Billington s golden icing sugar', '100ml Billington s very dark maple syrup', '0.5 tsp Sea salt']}, {'frosting': ['To glaze Billington s very dark maple syrup']}]","['Preheat the oven to 160oC and grease and line 3x 18cm tins with baking parchment.', 'To make the sponge heat the butter sugar and maple syrup together in a large saucepan stirring until the butter is melted and the sugar has dissolved.', 'Pour and whisk the milk into the saucepan with the hot mixture allow to cool to room temperature and then beat in the eggs until well combined.', 'Sift the flour and bicarbonate of soda together into the saucepan and whisk together until smooth.', 'Fold through the chopped dates.', 'Slice the apples into thin wedges.', 'Pour the mixture into the tins and arrange the slices of apple in a circular pattern on top.', 'Bake in the preheated oven for 30 35 minutes or until firm and a skewer inserted comes out clean.', 'Leave to cool briefly in the tins before transferring to a wire to cool completely.', 'Whilst the cakes are baking make the buttercream.', 'Put the butter into a large bowl or the bowl of a stand mixer and beat briefly to soften.', 'Add the icing sugar in a few batches making sure all the sugar is well incorporated into the mix before adding more.', 'Beat for 5 10 minutes until really light and fluffy then add the salt and the syrup and beat for a few more minutes.', 'Once the cake has completely cooled sandwich the cake with the buttercream and drizzle maple syrup over the top using a pastry brush to properly glaze the fruit.']",https://www.bakingmad.com/recipes/maple-sticky-toffee-apple-cake,,,,,,,,,,,
Three Tier Fruit Wedding Cake,3,"[{'main': ['225g Currants', '100g Sultanas', '100g Raisins', '50g Glac cherries', '25g Mixed peel', '2 tbsp Brandy', '175g Allinson s Plain White Flour', '0.25 tsp Mixed spice', '0.25 tsp Cinnamon', '150g Butter ', '40g Almonds ', '150g Billington s Unrefined Light Muscovado Sugar', '0.5 Lemon zest', '3 Egg ']}, {'main': ['625g Currants', '225g Sultanas', '225g Raisins', '175g Glac cherries', '100g Mixed peel', '3 tbsp Brandy', '400g Allinson s Plain White Flour', '1 tsp Mixed spice', '1 tsp Cinnamon', '350g Butter ', '100g Almonds ', '350g Billington s Unrefined Light Muscovado Sugar', '1 Lemon zest', '6 Egg ']}, {'main': ['1kg Currants', '400g Sultanas', '400g Raisins', '275g Glac cherries', '200g Mixed peel', '4 tbsp Brandy', '700g Allinson s Plain White Flour', '2 tsp Mixed spice', '2 tsp Cinnamon', '600g Butter ', '200g Almonds ', '600g Billington s Unrefined Light Muscovado Sugar', '0.5 Lemon zest', '11 Egg ']}, {'topping': ['2kg Marzipan', '1/2 jar Apricot glaze', '2kg Silver spoon royal icing sugar']}]","['Preheat the oven to 150 C .', 'Grease and line the appropriate cake tin using a double thickness of baking paper.', 'Tie a double thickness of brown paper round the outside of the tin and then stand the tin on a baking sheet which has also been lined with a double thickness of brown paper.', 'Place currants sultanas raisins glace cherries and mixed peel in a large mixing bowl.', 'Add the brandy mix well and cover with cling film.', 'Leave to soak for a few hours preferably overnight.', 'Sift the flour mixed spice and cinnamon together in another large bow.', 'Add the almonds.', 'Place the butter sugar and grated lemon rind into a bowl and beat together until light and fluffy.', 'This would be better done with an electric mixer especially for the larger sizes.', 'Gradually add the beaten eggs adding a tablespoon of flour if the mixture starts to curdle.', 'Fold in the flour and spice mix until well combined.', 'Finally add the soaked fruits along with any remaining liquid that may be in the bowl.', 'Fold until evenly distributed through the mixture.', 'Spoon the mixture into the prepared tin and spread evenly.', 'Tap the tin on the work surface a few times so to get rid of any air pockets.', 'Smooth the surface with a back of a spoon making a light dip in the middle of the cake.', 'Bake in the center of the oven the smallest tier should take 2 1/2 hours the middle tier 4 hours and the largest tier will bake for 6 hours.', 'Test the cake about 15 minutes before the end of the recommended time by inserting a skewer in the center of the cake.', 'If the skewer comes out clean the cake is cooked if not return to the oven and re test in 15 minutes.', 'When cooked remove from the oven and leave to cool in the tin.', 'When cool remove form the tin but do not remove the baking paper.', 'Prick the top of the cakes and spoon over half the remaining brandy.', 'Wrap in foil and store.', 'Unwrap and feed with the remaining brandy.', 'Wrap again until ready to decorate.', 'To marzipan the cakes brush the top and sides of the fruit cake with warmed smooth apricot jam.', 'Lightly dust the work surface and rolling pin with sifted icing sugar.', 'Roll the marzipan turning it 90 after every roll to get an even thickness.', 'Roll the marzipan to a thickness of a 1 coin.', 'Using the rolling pin lift the marzipan and ease it over the cake.', 'Use your hands to smooth the marzipan into place making sure there are no air pockets.', 'Trim away the excess marzipan from the base of the cake using a small knife.', 'Lightly dust your hands with icing sugar and gently run over the cake with your hands to even out any lumps or bumps.', 'Let the marzipan set for 1 to 2 days at room temperature before icing.', 'Following the instructions on the icing sugar pack make up the royal icing beating it until it is thick and reaches a stiff peak.', 'You may need to make this in several batches due to the volume of icing required.', 'Divide the royal icing out between the three cakes.', 'Spoon some of the icing on top of the cake and use a palette knife to spread it out evenly covering the top and sides.', 'To create a natural rugged appearance to your icing swirl the palette knife as you spread it out.', 'Leave the cake to harden completely for around 2 3 days.', 'To build up the tiers on your wedding cake cut out a template the same size as the second layer and sit in the position of the second tier.', 'Mark each corner with a needle.', 'Push a plastic dowel into the cake and mark with the dowel with a pencil indicating where it comes out of the cake.', 'Lift out of the dowels and trim the dowels about 1 2mm above the mark then stick them back into the cake.', 'Pipe some royal icing onto the center of the bottom tier to secure the second tier.', 'Carefully place the second tier onto the bottom one.', 'Repeat this process with each tier.', 'Once stacked decorate the cake with fresh flowers fruit and/or a special cake topper.', 'This iced cake can be iced 2 weeks in advance however the fruit cake can be baked way in advance  To keep it moist you could feed your cake with fruit juice or alcohol.']",https://www.bakingmad.com/recipes/three-tier-fruit-wedding-cake,,,,,,,,,,,
Clementine & Cardamom Upside Down Cake,12,"[{'topping': ['125g Billington s Unrefined Golden Caster Sugar', '8 Clementines']}, {'main': ['285g Unsalted butter ', '285g Billington s Unrefined Light Muscovado Sugar', '5 Eggs ', '285g Self raising white flour', '1 1/2 tsp Ground cardamom', '1 tsp Fine sea salt']}, {'frosting': ['4 tbsp Apricot Jam', '1 tbsp Water']}]","['Preheat the oven to 170 C/150 C fan/gas mark 3.', 'Grease a 23cm round loose bottomed cake tin and line with baking paper.', 'For the topping heat a medium saucepan over a medium high heat.', 'Once the pan is hot add the sugar and allow it to melt and slowly turn to an amber caramel the sugar touching the base of the pan will turn first and slowly but surely the sugar on top will soon become liquid too.', 'Give the pan a little swirl as the sugar starts to melt.', 'Once you have a dark caramel pour it into the base of the prepared cake tin.', 'Keeping them whole peel the clementines then cut them in half horizontally to retain that little hole in the top and bottom.', 'Arrange the clementine halves hump side down on the caramel.', 'For the cake cream together the butter and sugar until really soft the butter should become very pale and the sugar will more or less dissolve into it.', 'Add the eggs a little at a time beating well after each addition then add the flour cardamom and salt and beat in just until incorporated to a smooth batter.']",https://www.bakingmad.com/recipes/clementine-and-cardamom-upside-down-cake,,,,,,,,,,,
Calorie conscious fruit layer cake,7,"[{'main': ['4 Egg ', '4 tbsp Water ', '1 tsp Vanilla bean paste', '120g Half spoon granulated sugar', '70g Allinson s Plain White Flour', '70g Cornflour', '1.25 tsp Baking powder']}, {'filling': ['450ml Greek yoghurt ', '2 tbsp Icing sugar', ' Half spoon granulated sugar ']}]","['Preheat oven to 180 C .', 'Grease and base line a 25cm high sided cake tin.', 'To make the sponge using an electric whisk whisk together the egg yolks and hot water until foamy and light.', 'Slowly add two thirds of the sugar and continue whisking on a high speed until thick and creamy.', 'In a clean bowl and using a clean dry whisk whisk the egg whites until stiff slowly adding the remaining sugar a little at a time.', 'Carefully fold the egg whites into the yolk mixture Sift the flour cornflour and baking powder over and carefully fold into the mixture.', 'Pour into the prepared tin and bake in the centre of a preheated oven for 25 35 minutes until firm to the touch.', 'Allow to cool.', 'When cool cut the cake horizontally into three layers.', 'Place the base sponge on a serving plate spread with half of the yoghurt then add half the fruit.', 'Top with the centre sponge spread with more yoghurt and sprinkle with the fruit.', 'Top with the remaining sponge and sprinkle with additional half spoon.']",https://www.bakingmad.com/recipes/calorie-conscious-fruit-layer-cake,,,,,,,,,,,
Raspberry and coconut fairy cakes,12,"[{'main': ['175g Butter ', '175g Billington s Unrefined Golden Caster sugar', '3 Egg ', '75g Self raising white flour ', '75g Raspberries', '3 tbsp Milk ', '75g Dessicated coconut', '25g Almonds ', ' Unrefined golden icing sugar']}]","['Preheat the oven to 190 C .', 'Line a 12 hole muffin tin with paper cases.', 'Put the butter and sugar together in a bowl and whisk together until pale light and fluffy.', 'Gradually whisk in the eggs.', 'Tip half of the raspberries into the flour and gently fold in the milk to form a creamed mixture.', 'Fold in the desiccated coconut and the almonds.', 'Spoon the mixture into the paper cases scattering the rest of the raspberries over the top.', 'Bake for 15 20 mins until pale golden risen and springy to the touch.', 'Cool on a wire rack.', 'Dust with sieved icing sugar.', 'Store in an airtight container.']",https://www.bakingmad.com/recipes/raspberry-and-coconut-fairy-cakes,,,,,,,,,,,
Flour-free Orange & Lavender Cake,6,"[{'main': ['400ml Sunflower oil ', '350g Almonds ', '300g Billington s Unrefined Golden Caster sugar', '3 tsp Baking powder', '8 Egg ', '1 Lemon ', '2 Orange ', '2 tsp Lavender ']}, {'syrup': ['2 Orange ', '100g Billington s Unrefined Golden Caster sugar', '3 Cloves', '2 tsp Cinnamon', '1 Lemon ']}]","['Preheat the oven to 180 C .', 'Grease a 20cm  cake tin with extra oil then base line with baking paper.', 'In a mixing bowl combine the ground almonds sugar and baking powder mixing together well.', 'Break in the eggs and add the oil mixing gently together.', 'Using a fine grater grate the zest from the lemon and oranges into the mixture then add the dried lavender and mix together.', 'Turn the cake mixture into the prepared tin and bake in the preheated oven for an hour.', 'Cover the top with a piece of foil after about 20 minutes.', 'Meanwhile make the syrup.', 'Squeeze the juice from the zested lemon and oranges into a small pan.', 'Add the sugar and spices and mix together well.', 'Bring to the boil then reduce the heat and simmer for 3 minutes.', 'Once the cake has been removed from the oven pierce it several times with a skewer or small sharp knife.', 'Using a tablespoon spoon the syrup over the cake allowing it to soak in.']",https://www.bakingmad.com/recipes/flour-free-orange-and-lavender-cake,,,,,,,,,,,
Gluten Free Elderflower & Lemon Cake,16,"[{'sponge': ['200g Gluten free self raising flour', '1 tsp Baking powder', '200g Butter ', '200g Billington s Unrefined Golden Caster Sugar', '5 Medium free range egg ', '2 tbsp Elderflower cordial', '2 Lemon zest']}, {'drizzle': ['1 Lemon juice', '30ml Water', '2 tbsp Elderflower cordial', '70g Silver Spoon Icing Sugar']}, {'frosting': ['500g Silver Spoon Icing Sugar', '225g Unsalted butter ', '2 tbsp Elderflower cordial']}]","['Preheat your oven to 180 c 160 c fan gas mark 4 Mix the flour and baking powder in a large bowl.', 'Cream together the butter sugar cordial and lemon zest until light and fluffy then gradually add in the eggs until well incorporated.', 'Gently mix in the flour and baking powder mixture until just lightly mixed.', 'Spoon the mixture into 2 greased 8 cake tins.', 'While the cakes are baking place the lemon juice water elderflower cordial and sugar in a saucepan and heat gently until the sugar has dissolved completely.', 'Whilst the cakes are warm speak in lots of holes with a skewer through the sponges and drizzle the elderflower syrup with a pastry brush to ensure it s all even over both cakes.', 'Make the buttercream by beating the icing sugar butter and coridla together until very pale fluffy and creamy.', 'Layer the sponge by spreading over some buttercream and then adding some lashings of lemon curd.', 'Sandwich together and chill for 20 30 minutes.', 'To decorate this you can choose a simple rough iced look with no need to crumbcoat.', 'Just generously palette all over using a palette knife.', 'You could top with edible flowers if you wish or simply decorate with additional lemon zest.', 'If you want to decorate in the ombre style in the video you will need a little pink food colouring to tint the icing.']",https://www.bakingmad.com/recipes/gluten-free-elderflower-and-lemon-cake,,,,,,,,,,,
Chocolate Peanut Butter Mug Cake,1,"[{'main': ['30g Butter )', '30g Dark chocolate ', '2 tsp Peanut butter ', '1 Egg ', '1.5 tbsp Billington s Unrefined Dark Muscovado Sugar', '5 tbsp Self raising white flour']}, {'topping': [' Whipped cream']}]","['You will need to use a microwavable mug and 800W microwave for this recipe.', 'Place the butter and chocolate squares in the mug and melt together for 30 seconds then give the mixture a stir.', 'Add in the other ingredients and mix together using a spoon or fork until the mixture become a chocolate brown smooth consistency.', 'Microwave the mixture for 1 minute 30 at 800W.', 'Keep an eye on the cake in case it spills out of the mug.', 'Serve warm drizzled in chocolate sauce or topped with whipped cream or ice cream.']",https://www.bakingmad.com/recipes/chocolate-peanut-butter-mug-cake,,,,,,,,,,,
Gluten Free Ginger Loaf Cake ,12,"[{'loaf': ['75g Silver spoon treacle', '75g Silver spoon golden syrup', '75g Butter ', '75ml Whole milk', '200g Allinson s buckwheat blend', '0.5 tsp Xanthan gum', '1 tsp Bicarbonate of soda', '1 tsp Gluten free baking powder', '1 tbsp Ground ginger', '2 tsp Ground cinnamon', '1 Medium egg', '75g Billington s soft brown sugar']}]","['Grease a 2lb loaf tin  with greaseproof/parchment paper.', 'Preheat the oven to about 170 C Place the black treacle golden syrup sugar and butter into a saucepan with the milk.', 'Gently heat and stir until completely melted.', 'Place flour Xanthan baking powder soda and spices in a mixing bowl or food processor and add the syrup mixture.', 'Beat together using a wooden spoon until smooth.', 'Add the egg and mix well to combine.', 'Pour the mixture into the loaf tin and spoon the top.', 'Bake for 50 minutes until cooked through and golden brown.', 'Cool in the tin for 5 minutes.', 'Remove from the tin and place on a wire rack.', 'Slice to serve.']",https://www.bakingmad.com/recipes/gluten-free-ginger-loaf-cake,,,,,,,,,,,
Three Tier Chocolate Wedding Cake,3,"[{'main': ['3 Egg ', '225g Unrefined dark muscovado sugar', '225g Butter ', '175g Self raising white flour', '50g Cocoa powder', '1/2 tsp Baking powder']}, {'main': ['100g Butter ', '300g Icing sugar', '40ml Milk ', '1/2 tsp Nielsen Massey Vanilla Extract']}, {'main': ['8 Egg ', '450g Billington s Unrefined Dark Muscovado Sugar', '450g Butter ', '400g Self raising white flour', '50g Cocoa powder', '1 tsp Baking powder']}, {'main': ['200g Butter ', '600g Icing sugar', '80ml Milk ', '1 tsp Nielsen Massey Vanilla Extract']}, {'main': ['10 Egg ', '680g Billington s Unrefined Dark Muscovado Sugar', '680g Butter ', '600g Self raising white flour', '80g Cocoa powder', '1 1/2 tsp Baking powder']}, {'main': ['400g Butter ', '1360g Icing sugar', '160ml Milk ', '1 1/2 tsp Nielsen Massey Vanilla Extract']}, {'finishing_touch': ['1 bunch Flowers', 'To dust Icing sugar', '6in / 8in / 12in Cake boards', '10 Cake dowels']}]","['Preheat the oven to 180 C  Grease and line three 6 inch sandwich cake tins or one deep 6 inch cake tin.', 'For the 6 inch cake cream together the butter and sugar until light and fluffy.', 'Add the eggs one by one beating between each addition.', 'Mix together in a separate bowl the baking powder flour and cocoa powder then gradually fold into the wet mix.', 'Pour the mixture into the tin or split between the three tins and bake until cooked throughout for approximately 30 35 minutes.', 'Follow the same method for the 9 and 12 cakes baking the 9 for 45 50 minutes and the 12 for 70 75 minutes.', '.', 'Leave to cool on a wire rack.', 'To make the buttercream beat together the butter icing sugar and vanilla extract then gradually add the milk to loosen.', 'Once the cakes are fully cooled carefully slice them into 3 layers  and sandwich them together with the vanilla buttercream.', 'Place a small amount of buttercream on to a thin cardboard cake board  and secure the cake on top.', 'To assemble the cake insert four or more dowels  in to the centre of each cake spaced evenly apart to distribute the weight of the cakes.', 'Mark the dowel where it reaches the top of the cake and remove.', 'Carefully cut the dowels so that they become the depth of the cake.', 'Reinsert the dowels in the holes that you made in the cake.', 'When you are ready to assemble place the 8 cake in the centre on top of the 12 cake ensuring that the dowels are holding the weight.', 'When the cake is secured stack the 6 cake on top of 8 cake.', 'Dust the sponges with icing sugar for the finishing touch and decorate as you wish with fresh flowers berries and fruit or your own wedding cake topper.']",https://www.bakingmad.com/recipes/three-tier-chocolate-wedding-cake,,,,,,,,,,,
Gluten Free Vegan Coffee Cake,12,"[{'main': ['285g Billington s Unrefined Dark Muscovado Sugar', '285g Doves farm gluten free self raising flour', '5 tbsp Flax seeds ', '285g Vegan margarine or butter', '2 tbsp Camp coffee syrup', '100g Walnuts ', '10 tbsp Warm water', '1 tsp Doves farm gluten free baking powder']}, {'frosting': ['90g Vegan margarine or butter', '2 tbsp Camp coffee syrup', '450g Silver Spoon Icing Sugar', '1 tbsp Water', '100g Walnuts ']}]","['Preheat the oven to 160 C and prepare two 20cm sandwich tins .', 'Prepare the flax seed eggs by adding 10 tbsp of warm water to 5 tbsp of ground flax seeds.', 'Cream the vegan margarine and dark muscovado sugar together.', 'Gently fold in the gluten free self raising flour baking powder and camp coffee.', 'Chop the walnuts into chunky pieces and fold into the cake mixture.', 'Split the mixture evenly between the two sandwich tins and place into the pre heated oven.Bake the cakes until a skewer comes out clean about 20 25 minutes.', 'While the cakes are cooling make the coffee buttercream.', 'Beat the vegan margarine stir in the Camp coffee syrup and water.', 'Gradually mix in the icing sugar until you reach a fluffy buttercream consistency.', 'Once the cakes are cooled sandwich the cake together with half of the coffee buttercream.Then top the cake with the remaining coffee buttercream and decorate with walnuts.']",https://www.bakingmad.com/recipes/gluten-free-vegan-coffee-cake,,,,,,,,,,,
Earl Grey Chocolate Fudge Cake,10,"[{'main': ['6 Earl grey tea bags', '150ml Water ', '100g Butter ', '3 Egg ', '150g Billington s Unrefined Dark Muscovado Sugar', '100g Billington s Unrefined Light Muscovado Sugar', '250g Self raising white flour', '120g Dark chocolate ', '1 tsp Bicarbonate of soda', '1 tsp Baking powder', '3 tbsp Greek yoghurt']}, {'earl_grey_cream': ['4 Earl grey tea bags', '100ml Water ', '3 tbsp Billington s Unrefined Light Muscovado Sugar', '250g Cream cheese']}, {'frosting': ['150g Dark chocolate', '100ml Double cream', '3 tbsp Honey', '2 tbsp Billington s Unrefined Golden Caster Sugar', '1 Earl grey tea bags']}, {'topping': ['2 tbsp Billington s Unrefined Golden Caster Sugar', '1 Earl grey tea bags']}]","['Preheat the oven to 180 C .', 'Grease and line a 20cm spring form cake tin with butter and a disc of greasepoof paper.', 'To make the cake place the Earl Grey teabags in a cup and cover with the boiling water.', 'Leave the tea to stew for 5 minutes then squeeze out the teabags and discard leaving the really strong tea to cool a little.', 'Place all the cake ingredients including the tea into a food mixer and blend until you have a smooth batter.', 'Pour the batter into the cake tin and level out the surface.', 'Bake in the oven for 50 minutes until you can stick a metal skewer into the centre and it comes out clean.', 'Leave to cool in its tin cover with a clean tea towel for 2 hours.', 'To make the Earl Grey cream place the Earl Grey teabags in a small pan and cover with the boiling water.', 'Leave the tea to stew for 5 minutes then remove the teabags squeezing out the liquid as you go.', 'Add the sugar to the tea bring to the boil for 5 minutes or until a syrup like consistency.', 'Leave to cool for 10 minutes then whisk into the cream cheese.', 'Slice the cooled cake in half horizontally.', 'Cover the bottom half with the Earl Grey cream then place the top of the cake back on.', 'Melt the chocolate for the icing in the microwave for 1 1/2 minutes stirring halfway through.', 'Add the double cream and honey then pour the chocolate icing over the cake.', 'Using a spatula gently tease the icing around the edges until the whole cake is iced.', 'To make the gold dust melt the sugar in a small dry frying pan.', 'Once it begins to caramelise empy out the contents of an Earl Grey tea bag into the caramel and stir the loose tea leaves through.', 'Take off the heat immediately and pour on to a sheet of greaseproof paper.', 'Leave to cool for 10 minutes then grind up in a pestle and mortar until it becomes golden and dusty.', 'Sprinkle over the top of the cake and serve.']",https://www.bakingmad.com/recipes/earl-grey-chocolate-fudge-cake,,,,,,,,,,,
