Title,Yield,Ingredient,Steps,URL,Tags,,,,,,,,,,,,,,,
Devil's Chocolate Cake,8 servings,"[{'ganache': ['1 cup heavy cream', '1/2 pound milk chocolate finely chopped']}, {'chocolate_ribbon': ['5 ounces semisweet chocolate melted']}]","[' Preheat the oven to 325 degrees F. Butter and flour a 10 inch springform pan.', 'Sift the flour cocoa baking soda and salt 3 times set aside.', 'Cream the butter with the sugar until light and fluffy.', 'Add the eggs 1 at a time beating well after each addition.', 'Combine the buttermilk coffee and vanilla extract.', 'Mix in 1/3 of the dry ingredients then half the wet ingredients.', 'Repeat with the remaining dry and wet ingredients finishing with dry.', 'Pour the batter into the prepared cake pan.', 'Bake for 1 hour until a skewer inserted in the middle of the cake comes out clean.', 'remove the cake from the pan after 15 minutes.', 'Cool completely.', 'Cut the cake into 2 layers.', 'Sandwich whipped ganache between the 2 layers and spread more ganache on the top and sides of the cake.', 'Wrap the chocolate covered acetate around the cake chocolate side in overlapping the ends slightly.', 'Refrigerate the cake until the chocolate in the ribbon has set.', 'Carefully remove the acetate before serving.', 'In a medium pot over high heat bring the cream to a boil.', 'Remove from the heat and stir in the chocolate.', 'Stir rapidly until all the chocolate has melted and the mixture is a smooth even color.', 'Cool to room temperature stirring occasionally.', 'Cover and refrigerate overnight.', 'Whip the ganache in a chilled bowl until stiff peaks form see Cook s Note .', 'Cut a piece of 2 1/2 inch wide acetate ribbon long enough to wrap around the cake completely.', 'Lay the acetate on a flat surface and spread the chocolate evenly over the entire surface using an offset spatula.', 'Carefully lift the acetate chocolate side towards the cake and wrap it around lightly pressing it to the side of the cake.', 'Work quickly the chocolate should still be sticky when wrapped around on the cake.', 'Refrigerate the cake until the chocolate in the ribbon has set.']",https://www.foodnetwork.com/recipes/devils-chocolate-cake-recipe-3381621,"['Chocolate Cake', 'Cake', 'Baking', 'Dessert', 'Dairy Recipes', 'Buttermilk', 'Recipes for a Crowd']",,,,,,,,,,,,,,,
Chocolate Layer Cake,10 to 12 servings,"[{'main': ['Cooking spray', '3 1/2 cups all purpose flour plus more for dusting', '2 cups hot strong coffee', '1 1/2 cups natural unsweetened cocoa powder', '2 teaspoons salt', '1 tablespoon baking soda', '1 tablespoon baking powder', '4 cups sugar', '4 large eggs', '1 cup vegetable oil', '4 teaspoons vanilla extract']}, {'ganache': ['1 1/2 pounds bittersweet chocolate chopped', '3 1/3 cups heavy cream']}, {'for_the_bark': ['4 ounces white chocolate finely chopped', '4 ounces milk chocolate finely chopped', '8 ounces bittersweet or semisweet chocolate finely chopped']}]","[' Prep the pans Preheat the oven to 350 degrees F. Fold a large sheet of parchment paper in half put a 10 inch round cake pan on top.', 'Trace the cake pan then cut out the circle to make two rounds of parchment.', 'Spray two 10 inch cake pans with cooking spray fit a parchment round into each.', 'Spray the pans again then dust with flour and tap out the excess.', 'Make the batter Pour the coffee into a liquid measuring cup or bowl whisk in the cocoa powder.', 'Put the flour salt baking soda baking powder and sugar in the bowl of a stand mixer mix with the paddle attachment on low speed 1 minute.', 'Add the eggs vegetable oil vanilla and 2 cups water beat on medium speed 2 minutes.', 'Reduce the speed to low beat in the coffee cocoa mixture in a slow stream until combined.', 'The batter will be thin.', 'Bake the cakes Divide the batter between the prepared pans.', 'Bake until a skewer inserted into the middle comes out clean 50 minutes to 1 hour.', 'Let cool in the pans on a rack 10 minutes then turn the cakes out onto the rack to cool completely.', 'Place each cake on a 10 inch cardboard cake circle  wrap in plastic wrap and refrigerate at least 4 hours or overnight.', 'Make the ganache Pulverize the bittersweet chocolate in a large food processor.', 'Bring the cream just to a boil.', 'With the motor running pour the hot cream through the feed tube process until smooth.', 'Transfer to a large bowl and set in a bowl of ice water.', 'Chill stirring often until the ganache is cool but not stiff about 20 minutes.', 'Make the bark Microwave the white chocolate in 15 second intervals until two thirds melted stir to fully melt.', 'Scrape into a zip top bag and seal.', 'Put a plastic sheet protector on each of 2 baking sheets.', 'Snip a corner of the bag pipe thin lines of white chocolate over the sheets.', 'Refrigerate the baking sheets until the white chocolate is set about 10 minutes then repeat the process with the milk chocolate piping thin lines over the white chocolate.', 'Refrigerate until the milk chocolate is set.', 'Melt the bittersweet chocolate in the same way then spread over the white and milk chocolate lines using an offset spatula.', 'Refrigerate until hard about 30 minutes.', 'Peel the sheet protectors off the chocolate and break the chocolate sheets into shards of various sizes.', 'Slice the layers Put one cake on a cake turntable.', 'Position a long serrated knife against the side of the cake about halfway down.', 'Slowly rotate the turntable so the knife slices the cake in half horizontally.', 'Don t move the knife much let the rotation of the turntable do the work.', 'Repeat with the other cake to make 4 layers transfer each to a cardboard circle.', 'Frost the cake Transfer half of the ganache to a bowl and whisk until light brown and fluffy.', 'Place one cake layer  on the turntable spoon one third of the whipped ganache on top.', 'Rotate the turntable to smooth the ganache with a long spatula .', 'Repeat to sandwich all 4 cake layers with whipped ganache.', 'Spread all but about 1/2 cup of the unwhipped ganache over the top and sides of the cake.', 'Decorate the cake Press the chocolate bark against the sides of the cake using small dollops of the remaining ganache to help the pieces stick if necessary.']",https://www.foodnetwork.com/recipes/chocolate-layer-cake-recipe0-2042334,"['Chocolate Cake', 'Cake', 'Dairy Recipes']",,,,,,,,,,,,,,,
Chocolate Coconut Cake,8 to 10 servings,"[{'main': ['Nonstick spray', 'One 14 ounce bag sweetened shredded coconut', '2 teaspoons instant espresso', '1 1/4 cups water', 'One 15.25 ounce box chocolate fudge cake mix such as Betty Crocker', '1/2 cup vegetable oil', '3 eggs', 'Two 8 ounce blocks Neufchatel cream cheese at room temperature', '1 stick unsalted butter at room temperature', '1/3 cup coconut milk', '1/2 teaspoon kosher salt', '2 1/2 cups powdered sugar']}]","[' Preheat the oven to 350 degrees F. Spray two 9 inch cake pans with nonstick spray and line the bottoms with parchment paper.', 'Sprinkle half of the shredded coconut on a baking sheet.', 'Toast in the oven until golden brown stirring often about 15 minutes.', 'Let cool on the baking sheet.', 'Combine the instant espresso and water in a measuring cup stir until dissolved.', 'Add to a medium bowl along with the cake mix vegetable oil and eggs.', 'Beat for 2 minutes with a handheld mixer on medium speed.', 'Divide the batter between the prepared cake pans and smooth the tops.', 'Bake until a toothpick inserted in the center of a cake comes out clean about 25 minutes.', 'Allow the cakes to cool in the pans for 10 minutes then invert onto a baking rack and let cool completely.', 'Meanwhile combine the cream cheese butter coconut milk salt and powdered sugar in a large bowl.', 'Beat with a handheld mixer on medium speed until light fluffy and smooth about 4 minutes.', 'Stir in the remaining  coconut with a rubber spatula.', 'If the cakes have domed in the center trim to level the tops.', 'Place one cake layer up side down on a platter or plate.', 'Spoon one third of the frosting on top and spread evenly almost completely to the edge.', 'Place the other layer up side down on top pressing gently to anchor.', 'Using an offset spatula evenly frost the entire cake if the frosting gets too soft place it in the refrigerator for 15 minutes.', 'Gently press the toasted coconut around the outside of the cake and sprinkle it over the top.', 'Refrigerate for at least 1 hour before serving.']",https://www.foodnetwork.com/recipes/giada-de-laurentiis/chocolate-coconut-cake-4552733,"['Cake', 'Coconut Recipes', 'Fruit', 'Dessert']",,,,,,,,,,,,,,,
German Chocolate Cake with Butterscotch Frosting,12 servings,"[{'main': ['4 ounces sweet dark chocolate', '1 cup butter room temperature', '1/4 cup warm milk', '2 1/2 cups cake flour', '1 teaspoon baking soda', '1/2 teaspoon salt', '5 medium eggs separated', '2 cups sugar', '1 teaspoon vanilla extract', '3/4 cup buttermilk well shaken']}, {'frosting': ['One 11 ounce bag butterscotch morsels', '1 pound cream cheese room temperature', '3/4 cup unsalted butter room temperature', '2 cups confectioner s sugar', '1/4 cup heavy cream', '1/2 teaspoon pure vanilla extract']}]","[' For the cake Preheat the oven to 350 degrees F. Prepare the chocolate by melting it in the top of a double boiler stirring until it is smooth.', 'Add 1/4 cup  of the butter and stir until it is melted and blended.', 'Add the warm milk and stir until smooth.', 'Set the chocolate aside to cool.', 'Line the bottoms only of three 9 inch cake pans with circles of parchment paper or grease each pan bottom only with solid shortening and dust lightly with flour.', 'Sift together the flour baking soda and salt.', 'Whip the egg whites until stiff using the wire beater of the mixer.', 'Transfer the beaten whites to a separate bowl and set aside.', 'In the mixer bowl cream the remaining 1 1/2 sticks of butter and the sugar together until fluffy.', 'Add the egg yolks one at a time beating well after each addition.', 'Add the melted cooled chocolate and the vanilla.', 'Mix well.', 'With the mixer on very low stir in the flour mixture alternately with the buttermilk.', 'Do this by adding about a third of the flour and slowly stirring it in completely.', 'Then add about half the buttermilk and stir it in.', 'Continue adding flour and buttermilk in this manner ending with the flour.', 'Scrape the sides and bottom of the bowl and stir again.', 'With a long handled spoon or spatula fold and stir the beaten egg whites into the batter until the batter is smooth with no visible clumps of whites.', 'Divide the batter evenly between the prepared pans and bake for 30 to 40 minutes.', 'Bake on the middle rack of the oven allowing at least 1/4 inch clearance between the pans and the oven walls.', 'The cake will rise above the pan edges as it bakes but will not spill over and will settle back down as it continues to bake.', 'The cake is done when it begins to pull away from the sides of the pans and springs back to a light touch.', 'Cool the layers in the pans for about 8 minutes.', 'Run a knife around the edges of each pan and turn the layers out onto wire racks that have been sprayed with cooking spray.', 'Cool the layers completely before frosting.', 'For the frosting Place the butterscotch morsels in a heatproof bowl set over a pan of simmering water or in the top of a double boiler.', 'Stir until melted then remove from the heat.', 'In an electric mixer fitted with the paddle attachment cream the cream cheese until smooth.', 'Add the butter and confectioner s sugar and continue mixing.', 'Add the melted butterscotch morsels and the heavy cream and vanilla and mix until fully combined.', 'To assemble the cake Place one layer on a cake stand and spread with frosting.', 'Frost each layer completely top and sides as it is added to the cake.']",https://www.foodnetwork.com/recipes/trisha-yearwood/german-chocolate-cake-with-butterscotch-frosting-2816060,"['Chocolate Cake', 'Cake', 'Baking', 'Dessert', 'German Chocolate Cake']",,,,,,,,,,,,,,,
Cake Eyeballs,24 to 30 servings,"[{'main': ['One box red velvet or yellow cake mix', 'One can frosting', '12 ounces white chocolate melting disks', 'Assorted gel icing for decorating']}]","[' Prepare the cake mix according to the package directions for a 9 by 13 inch cake or two 9 inch cakes.', 'Allow to cool slightly in the pan then remove to a rack cover with a dish towel and let cool completely.', 'Break off sections of the cake and crumble in a large bowl.', 'When finished you should have a bunch of very fine cake crumbs.', 'Using a rubber spatula work the frosting into the cake until it is no longer visible.', 'Next roll the mixture into 1 1/2 inch balls  and set on a parchment lined baking sheet.', 'This is important Pop em in the freezer uncovered for at least an hour.', 'The cake balls need to be very firm before coating them.', 'When the cake balls are nice and firm place the white chocolate in a heatproof bowl set over a pan of simmering water.', 'Stir occasionally until the chocolate is melted and smooth.', 'Remove the bowl from the pan.', 'Add the cake balls one at a time to the melted white chocolate and gently roll to coat.', 'Using a fork lift out the cake balls then tap the fork against the side of the bowl to remove the excess chocolate.', 'With a toothpick push the ball off of the fork and back onto the parchment lined baking sheet.', 'Let set at room temperature 10 to 15 minutes.', 'Decorate with gel icing to look like eyeballs.']",https://www.foodnetwork.com/recipes/ree-drummond/cake-eyeballs-2269193,"['Chocolate Cake', 'Cake', 'Halloween Dessert Recipes', 'Dessert', 'Halloween']",,,,,,,,,,,,,,,
Strawberry Rhubarb Upside-Down Cake,8 servings,"[{'topping': ['1 tablespoon unsalted butter plus more for the pan', '1/2 cup sugar', '1 1/2 cups rhubarb peeled halved lengthwise and cut into 1/2 inch pieces', '1 1/2 cups strawberries hulled and thinly sliced', '1 tablespoon cornstarch', '2 tablespoons strawberry jam', 'Kosher salt']}, {'main': ['1 3/4 cups all purpose flour', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon fine salt', '3/4 cup milk', '1/4 cup sour cream', '1 stick unsalted butter at room temperature', '1 cup sugar', '2 large eggs', '1 teaspoon pure vanilla extract']}]","[' For the caramel topping Preheat the oven to 350 degrees F. Butter just the sides of a 9 inch round cake pan.', 'Stir the sugar and 1/3 cup water together in a medium saucepan over medium heat until the sugar dissolves.', 'Cook no longer stirring but gently swirling the saucepan occasionally until the mixture is amber 6 to 8 minutes.', 'Remove the saucepan from the heat and carefully whisk in the butter .', 'Pour the caramel into the prepared cake pan tilting the pan to cover most of the bottom .', 'Toss the rhubarb and strawberries in a medium bowl with the cornstarch strawberry jam and a pinch of salt.', 'Spoon on top of the caramel sauce and smooth into an even layer.', 'Set aside.', 'For the cake Whisk together the flour baking powder baking soda and salt in a medium bowl.', 'Whisk together the milk and sour cream in a small bowl.', 'Beat the butter and sugar together with an electric mixer on medium high speed in a large bowl until light and fluffy about 4 minutes.', 'Add the eggs 1 at a time beating after each addition and scraping down the side of the bowl as needed then beat in the vanilla.', 'Reduce the mixer speed to low and add the flour mixture in 3 batches alternating with the milk sour cream mixture and mixing until just incorporated.', 'Pour the batter over the rhubarb and strawberries in the cake pan and spread evenly.', 'Bake until the cake is golden brown bounces back when pressed and a toothpick or cake tester comes out clean when inserted in the center 55 to 60 minutes.', 'Run a knife around the edge of the cake to separate it from the pan.', 'Let cool in the pan on a rack until cool enough to handle and almost room temperature about 1 hour.', 'Invert a serving platter over the cake pan and while holding them together quickly flip them over so the cake unmolds fruit side up.', 'Let cool completely.', 'Cut into wedges and serve.']",https://www.foodnetwork.com/recipes/food-network-kitchen/strawberry-rhubarb-upside-down-cake-3631199,"['Cake', 'Fruit', 'Rhubarb Recipes', 'Strawberry', 'Dessert']",,,,,,,,,,,,,,,
Norwegian Wreath Cake,makes 1 large kransekake,"[{'main': ['500 grams almond meal plus more for dusting', '500 grams powdered sugar', '1/2 teaspoon kosher salt', '4 large egg whites', '1 teaspoon almond extract', '1/2 teaspoon orange blossom water or rosewater optional', 'Softened butter or coconut oil for greasing', 'Royal icing for decorating', 'Sprinkles for decorating']}]","[' Whisk together the almond meal powdered sugar and salt in a large bowl.', 'Add the egg whites almond extract and orange blossom water or rosewater if using and stir with a spatula to combine.', 'At first it will seem like there is not enough liquid to hold everything together but just keep on mixing and it will eventually form a dough.', 'Pat the dough into 2 discs then wrap in plastic wrap and refrigerate for 2 hours or up to overnight.', 'Preheat the oven to 400 degrees F and position two racks in the center of the oven.', 'Use your hands to grease the kransekake molds liberally with butter or coconut oil then set aside.', 'Working with one dough disc at a time chop off a piece of dough and roll it into a rope that s a generous 1/2 inch thick  dusting with additional almond flour if the dough is sticky.', 'Coil the rope into the molds then pinch off any excess dough and pinch the ends to seal them together.', 'Continue the process re rolling scraps as needed until all of the molds are filled.', 'Don t worry about overworking the dough Bake until golden begin checking for doneness at 9 minutes.', 'You ll likely need to bake these layers in batches which is totally fine just keep any dough that you re not working with covered and in the refrigerator.', 'Let the rings cool in the pans then carefully pop them out  and transfer to a baking sheet or wire rack.', 'Stack the rings up using dots of the royal icing as glue .', 'Decorate with sprinkles.', 'Let the icing dry 30 minutes to 1 hour then decorate with paper chains flags or other decor as desired.', 'This is good for at least a few days uncovered at room temperature so feel free to make it in advance']",https://www.foodnetwork.com/recipes/norwegian-wreath-cake-9605157,"['European Recipes', 'Cake', 'Dessert', 'Gluten Free']",,,,,,,,,,,,,,,
Champagne Cake,6 servings,"[{'main': ['Cooking spray', '1 box moist white cake mix', '1 1/4 cups extra dry Champagne', '1/3 cup vegetable oil', '3 large egg whites', '1 can whipped white frosting', '1/4 teaspoon Champagne flavoring', 'Silver mini disco balls optional', 'Silver Dragees optional if available in your area', 'Silver edible glitter optional']}]","[' Preheat the oven to 350 degrees F. Lightly coat the bottom of a 9 by 13 inch cake pan with cooking spray.', 'In a large mixing bowl combine the cake mix Champagne vegetable oil and egg whites.', 'Beat on low speed with an electric mixer until just combined.', 'Scrape down the sides of the bowl with a rubber spatula and continue beating on medium speed for 2 minutes.', 'Pour into the prepared cake pan and bake for 30 to 35 minutes or until a toothpick inserted into the cake comes out clean.', 'Remove it from the oven and cool completely.', 'Empty the frosting into a small bowl and add the Champagne flavoring.', 'Stir to combine and set aside.', 'To make the mini cakes with a 3 inch ring mold  stamp out 6 cakes.', 'Slice the cakes in half horizontally to make layers.', 'Frost the bottom layer replace the top layer and frost the tops and sides of cake.', 'Decorate with the disco balls Dragees and glitter if using.', 'Cook s notes Champagne flavoring and edible glitter are available where cake and candy making supplies are sold.', 'Dragees or silver candy balls are not available in all states.']",https://www.foodnetwork.com/recipes/sandra-lee/champagne-cake-recipe-1944383,"['Baking', 'Dessert', 'Mixer Recipes', 'American', 'Cake', 'Fruit', 'Pineapples', 'Egg Recipes', 'Sugar', 'Recipes for Parties']",,,,,,,,,,,,,,,
Chocolate Peanut Butter Cakes,16 servings,"[{'main': ['Nonstick cooking spray', '2 cups all purpose flour', '1 1/2 teaspoons baking powder', '3/4 teaspoon baking soda', '1/2 teaspoon fine salt', '1 cup buttermilk', '1/4 cup vegetable oil', '1 1/2 teaspoons vanilla extract', '3 large eggs', '1 3/4 cups sugar', '1 1/2 cups smooth peanut butter warmed', '2 cups milk chocolate chips']}]","[' Preheat the oven to 350 degrees F. Line a 10 by 15 inch jelly roll pan with parchment paper and spray with cooking spray.', 'Whisk together the flour baking powder baking soda and salt in a bowl.', 'In a measuring cup combine the buttermilk oil and vanilla.', 'Beat the eggs and sugar together in a large bowl with an electric mixer until very pale and thick about 5 minutes.', 'Add the flour mixture in three batches alternating with the buttermilk mixture beginning and ending with the flour.', 'Pour the batter into the prepared pan and smooth evenly with an offset spatula.', 'Tap the pan on the counter lightly to release any large air bubbles then bake until golden brown and a wooden pick inserted into the center comes out clean 20 to 25 minutes.', 'Dollop the peanut butter on top and evenly smooth it over the cake as it melts.', 'Transfer the cake to a cooling rack and cool completely.', 'Put the chocolate chips in a microwave safe bowl and microwave stirring every 30 seconds until melted.', 'Pour the chocolate over the peanut butter and spread it evenly with the offset spatula.', 'Refrigerate until just set about 20 minutes.', 'Cut the cake into squares and refrigerate until ready to serve.']",https://www.foodnetwork.com/recipes/valerie-bertinelli/chocolate-peanut-butter-cakes-4494959,"['Cake', 'Peanut Butter', 'Dessert']",,,,,,,,,,,,,,,
Almost-Famous Chocolate Mousse Cake,12 servings,"[{'main': ['1 18.25 ounce box devil s food cake mix', '14 ounces bittersweet chocolate chopped', '12 tablespoons unsalted butter diced', '1/4 cup strong coffee', '10 large eggs separated', '1 1/2 cups plus 6 tablespoons sugar', '1 teaspoon vanilla extract', '1/2 teaspoon salt', '2 cups cold heavy cream']}, {'for_the_shell_and_sauce': ['12 ounces bittersweet chocolate chopped', '3/4 cup heavy cream', '5 tablespoons light corn syrup', '2 tablespoons unsalted butter']}, {'to_serve': ['1 1/2 cups cold heavy cream', '1 tablespoon sugar', '1 pint vanilla ice cream']}]","[' Make the cake Prepare the cake mix as the label directs for a 9 by 13 inch cake.', 'Bake cool slightly in the pan then invert onto a rack to cool completely.', 'Clean out the cake pan and line it with plastic wrap.', 'Cut the cake in half lengthwise then in thirds crosswise to make 6 rectangles.', 'Using a serrated knife slice each rectangle in half to make two layers.', 'Arrange half of the pieces snugly in the cake pan.', 'Crumble the remaining pieces and press tightly into 6 small balls arrange 1 cake ball in the center of each cake rectangle in the pan.', 'Make the mousse Heat the chocolate butter coffee and 1/4 cup water in a heatproof bowl set over a saucepan of simmering water  stirring until melted.', 'Remove the bowl from the pan stir until cool.', 'Reserve the simmering water.', 'Fill a large bowl with ice water.', 'Whisk the egg yolks 1 1/2 cups sugar and 2 tablespoons water in a separate large heatproof bowl.', 'Set the bowl over the saucepan of simmering water and whisk until pale yellow 6 to 8 minutes.', 'Add the chocolate coffee mixture and the vanilla and whisk until combined about 2 minutes.', 'Remove the bowl from the pan and set in the bowl of ice water whisk until slightly cool but not thick about 4 minutes.', 'Beat the egg whites and salt in a bowl with a mixer until foamy.', 'Add 2 tablespoons sugar and beat until almost stiff gently fold into the chocolate yolk mixture to make a dark chocolate mousse.', 'Spread 5 cups over the cake and cake balls.', 'Freeze until firm on top about 30 minutes.', 'Beat the heavy cream and the remaining 4 tablespoons sugar until soft peaks form fold into the remaining mousse.', 'Remove the cake from the freezer spread with the light chocolate mousse cover with plastic wrap and freeze until firm at least 6 hours or overnight.', 'Make the chocolate shell Stir the chocolate heavy cream and 4 tablespoons corn syrup in a heatproof bowl set over a saucepan of simmering water  until melted.', 'A spoonful at a time spread half of the shell mixture over the frozen mousse.', 'Return to the freezer.', 'Make the chocolate sauce Add the remaining 1 tablespoon corn syrup and the butter to the remaining chocolate shell mixture.', 'Microwave 30 seconds then stir until glossy.', 'To serve the cake beat the heavy cream with a mixer until foamy.', 'Add the sugar and beat until soft peaks form.', 'Remove the cake from the freezer invert onto a baking sheet and unmold then invert again onto a platter chocolate shell side up.', 'Cut the cake in half lengthwise using a warm knife then cut into thirds crosswise to make 6 rectangles cut each rectangle in half diagonally to make 2 triangles.', 'Top each triangle with whipped cream ice cream and the prepared chocolate sauce.']",https://www.foodnetwork.com/recipes/food-network-kitchen/almost-famous-chocolate-mousse-cake-recipe-2042322,"['Chocolate Cake', 'Cake', 'Baking', 'Dessert', 'Coffee Recipes']",,,,,,,,,,,,,,,
Coconut Cloud Cake,12 to 15 servings,"[{'main': ['Nonstick spray for the baking dish', '3 large egg whites', '2 cups granulated sugar', '1 cup salted butter at room temperature', '1 teaspoon pure vanilla extract', '3 cups cake flour', '1 tablespoon baking powder', '1/2 teaspoon fine salt', 'One 13.5 ounce can coconut milk stirred']}, {'syrup': ['1/2 cup fresh coconut water', '2 tablespoons honey', 'One 6 ounce bag sweetened flaked coconut such as Baker s Angel Flake']}, {'frosting': ['1 cup sugar', '1/3 cup fresh coconut water', '3 large egg whites', '1 1/2 teaspoons pure vanilla extract']}]","[' For the cake Preheat the oven to 350 degrees F. Lightly spray a 9 by 13 inch baking dish with nonstick spray.', 'Place the egg whites in the bowl of an electric mixer fitted with the whisk attachment.', 'Whip on medium high speed until stiff peaks form 4 to 5 minutes.', 'Gently remove the egg whites from the mixer to a medium bowl and set aside.', 'Combine the sugar and butter in the bowl of the mixer and cream together scraping down the sides of the bowl occasionally until light and fluffy about 3 minutes.', 'Add the vanilla and whip an additional 30 seconds to incorporate.', 'In another medium bowl sift together the cake flour baking powder and fine salt.', 'With the mixer on low speed pour half the coconut milk into the butter and sugar mixture.', 'Turn the mixer off and add half the dry ingredients.', 'Mix on low speed until the dry ingredients are just incorporated scraping down the sides of the bowl as needed.', 'Repeat this process with the remaining coconut milk and dry ingredients.', 'Using a rubber spatula gently fold the whipped egg whites into the batter.', 'Pour the batter into the greased baking dish.', 'Bake until golden brown and a toothpick inserted in the center comes out clean about 45 minutes.', 'Allow the cake to cool completely.', 'For the coconut syrup Place the coconut water and honey in a microwave safe container.', 'Microwave until the honey is dissolved about 1 minute.', 'Poke the surface of the cake with the tines of a fork.', 'Brush the cake with the warm syrup.', 'Sprinkle the flaked coconut evenly over the cake.', 'For the frosting Place the sugar and coconut water in a small saucepan.', 'Bring to a boil over medium high heat.', 'Let boil for 2 minutes before you add it to the egg whites .', 'Meanwhile place the egg whites in the bowl of an electric mixer fitted with the whisk attachment.', 'Whip on medium high speed until soft peaks form 2 to 3 minutes.', 'Add the vanilla extract.', 'Reduce the speed to the lowest setting and slowly pour the hot sugar syrup into the egg whites.', 'Continue to drizzle until all the syrup has been added.', 'Then turn the mixer up to high speed and whip until the frosting becomes thick glossy and holds stiff peaks about 3 minutes more.', 'The frosting should be used to decorate the cake immediately.', 'Scrape the frosting onto the center of the cake in a large mound.', 'Push outward with an offset spatula spreading the frosting over the surface of the cake and making cloudlike swirls to cover completely.']",https://www.foodnetwork.com/recipes/trisha-yearwood/coconut-cloud-cake-5183399,"['Cake', 'Coconut Recipes', 'Fruit', 'Dessert']",,,,,,,,,,,,,,,
Shag Cake,1 shag cake,"[{'main': ['4 8 inch round cakes cooled', '12 cups vanilla buttercream', 'Assorted gel food coloring']}]","[' Trim the tops of the cakes to make them level.', 'Stack the cakes on a cake stand spreading a layer of buttercream between each with an offset spatula.', 'Cover the layer cake with a thin layer of buttercream  smoothing it with a bench scraper.', 'Refrigerate until set about 15 minutes.', 'Meanwhile divide the remaining buttercream among 6 to 10 bowls.', 'Tint with food coloring.', 'Transfer each color frosting to a separate piping bag fitted with a grass tip.', 'Holding a piping bag perpendicular to the cake pipe a small section of buttercream at the base of the cake.', 'Continue piping small sections with the grass tips alternating the colors sizes and shapes of each area.', 'Refrigerate the cake at least 30 minutes before serving to allow the frosting to set.', 'Continue making your way around the sides of the cake working from the bottom to the top.', 'Do not leave any of the crumb coat showing.', 'Once the sides are fully covered continue in the same manner to cover the top with alternating colors shapes and sizes of frosting.']",https://www.foodnetwork.com/recipes/shag-cake-9342041,"['Cake', 'Dessert']",,,,,,,,,,,,,,,
Candy Bar Cake,10 to 12 servings,"[{'main': ['1 12 ounce frozen pound cake', '3 ounces semisweet chocolate finely chopped', '12 tablespoons unsalted butter at room temperature', '3 to 4 tablespoons milk', '1 1 pound box confectioners sugar', '3/4 cup salted roasted peanuts', '2 cups dulce de leche']}, {'for_the_coating': ['10 ounces semisweet chocolate finely chopped', '1 stick cold unsalted butter cut into pieces']}]","[' Assemble the cake Trim 1/2 inch off the short ends of the pound cake then trim the domed top to make it flat.', 'Stand the cake on its side and slice in half horizontally to make two equal size rectangles.', 'Microwave the chocolate in 30 second intervals stirring until melted.', 'Beat the butter 3 tablespoons milk and the confectioners sugar with a mixer.', 'Beat in the melted chocolate.', 'Add more milk if needed to make the frosting spreadable.', 'Lay the cake rectangles on a rack set on a rimmed baking sheet.', 'Spread some of the frosting on one short end of each cake and press together to form a long rectangle.', 'Spread the remaining frosting on the cake in a 1 inch thick layer making the edges slightly higher than the center.', 'Smooth the top and sides with an offset spatula.', 'Freeze until firm about 30 minutes.', 'Mix the peanuts and dulce de leche in a bowl.', 'Remove the cake from the freezer.', 'Spread the peanut mixture on the frosting in a flat even layer.', 'Freeze until the dulce de leche is firm about 30 minutes.', 'Meanwhile make the chocolate coating Microwave the chocolate and butter in 30 second intervals stirring until melted and smooth.', 'Pour the chocolate on the cake and spread it evenly over the top and sides with an offset spatula.', 'Freeze until the chocolate cools slightly 6 to 8 minutes.', 'Starting at a short end of the cake dip the edge of an offset spatula into the chocolate at an angle and gently pull up repeating along the top of the cake to create a wave pattern.', 'Chill 10 minutes before serving.']",https://www.foodnetwork.com/recipes/food-network-kitchen/candy-bar-cake-recipe-2042307,"['Chocolate Cake', 'Cake', 'Dairy Recipes', 'Microwave Recipes', 'Low Sodium']",,,,,,,,,,,,,,,
