Title,Yield,Ingredients,Steps,URL,Tags,processed,keywords
Black Raspberry Champagne Bellini,1 glass ,"[{'crust': ['2 cups Oreo crumbs )', '1/4 cup butter melted']}, {'filling': ['1 cup coconut flakes divided', '24 oz cream cheese softened', '1/2 cup sugar', '1/4 cup brown sugar', '1 tsp vanilla extract', '1/2 tsp coconut extract', '1 cup vanilla wafers broken into pieces', '1/2 cup caramel sauce divided ', '8 oz cool whip ', '1/4 cup mini chic chips for topping', 'additional caramel sauce for topping', 'chocolate sauce for topping ']}, {'main': ['3 egg yolks', '1 1/4 cups sugar', '2 tsp flour', '1/2 tsp vanilla', '1/4 cup hazelnut chocolate spread', '1/2 cup milk', '1/4 cup butter melted', '14 rolos chopped', '1 9 inch pie shell unbaked', 'whipped cream and additional rolos for garnish optional']}, {'main': ['4 oz champagne', '1/2 oz Chambord', 'fresh raspberries']}]","['Pour Chambord into the bottom of the champagne flute.', 'Add champagne and a raspberry to the glass and serve.']",https://www.lifeloveandsugar.com/blackberry-champagne-bellini/,"[' recipes', ' holidays', ' drinks', ' valentines day', ' christmas', ' new years', ' blackberries', ' champagne', ' raspberries']",raspberry champagne bellini glass crust oreo crumb butter coconut flake cream cheese sugar vanilla extract coconut vanilla wafer piece caramel sauce whip chip caramel sauce chocolate sauce egg yolk sugar vanilla hazelnut chocolate spread milk butter rolos pie shell cream rolos oz champagne oz chambord raspberry chambord bottom champagne flute champagne raspberry glass lifeloveandsugar blackberry champagne bellini holiday day year blackberry champagne raspberry black oz sugar brown extract broken oz cool chic additional inch whipped additional garnish optional fresh url valentine new,"['champagne', 'raspberry', 'bellini', 'blackberry', 'chambord']"
Soft and Chewy Eggnog Cookies,About 20 Cookies ,"[{'eggnog_cookies': ['2 1/2 cups all purpose flour', '1 tsp baking soda', '1/2 tsp ground cinnamon', '1/2 tsp ground nutmeg', '1 tsp ground ginger', '1/4 tsp ground cloves', '1/4 tsp salt', '3/4 cups unsalted butter room temperature', '1 cup sugar', '1 large egg', '1 tsp vanilla extract', '1/4 cup eggnog', '3 4 tbsp sugar ']}, {'frosting': ['1 cup powdered sugar', '2 3 tbsp eggnog', 'Pinch of nutmeg']}]","['Preheat oven to 350 F .', 'Line baking sheets with parchment paper or silicone baking mats.', 'Set aside.', 'Combine the flour baking soda cinnamon nutmeg ginger cloves and salt in a medium sized bowl and set aside.', 'Cream the butter and sugar together in a large mixer bowl on medium speed until light in color and fluffy.', 'You should be able to see the change in color happen and know it s ready.', 'Add the egg and vanilla extract mix until well combined.', 'Add the eggnog and mix until well combined.', 'Add the dry ingredients and mix until the dough is well combined.', 'It will be a little sticky but should still be workable.', 'Do not over mix.', 'Create 2 tablespoon sized balls of cookie dough.', 'Gently roll into a ball then roll each ball in the additional sugar to coat.', 'Set the balls on the baking sheet.', 'Bake cookies for 9 11 minutes.', 'The cookies will spread and the centers will look soft but should look done.', 'Remove just as the edges begin to turn golden.', 'Don t over bake.', 'The cookies will be a little puffy when you take them out of the oven but will fall a bit as they cool.', 'Remove from the oven and allow to cool on baking sheets for 4 5 minutes before transferring to a wire rack to cool completely.', 'If using the icing combine the powdered sugar 2 tablespoons of eggnog and nutmeg in a small bowl and whisk to combine.', 'Add additional eggnog as needed.', 'Drizzle the icing over the cookies and allow to dry.', 'The icing will firm up and no longer be sticky but won t be as hard as something like royal icing.', 'Store the cookies in an airtight container at room temperature.', 'Cookie should stay soft and chewy for 3 4 days.']",https://www.lifeloveandsugar.com/soft-chewy-eggnog-cookies/,"[' recipes', ' holidays', ' sweets and treats', ' christmas', ' cookies', ' fall favorites', ' cinnamon', ' cloves', ' eggnog', ' ginger', ' nutmeg']",chewy eggnog cooky cooky eggnog cooky soda ground cinnamon ground ground ginger ground salt butter sugar egg vanilla extract eggnog sugar frosting line sheet paper silicone mat flour soda cinnamon salt cream butter sugar color fluffy see change color happen vanilla extract dough create cookie dough ball roll sugar coat ball sheet cooky cooky spread center look remove edge bake cooky fall bit sheet wire cool combine sugar eggnog combine eggnog drizzle icing firm something store cooky container cookie stay day lifeloveandsugar chewy eggnog cooky holiday treat christmas fall cinnamon clove eggnog ginger nutmeg soft flour unsalted sugar eggnog nutmeg parchment ginger light able ready egg dry little sticky workable ball additional soft golden little puffy cool allow cool nutmeg additional cooky allow dry sticky hard royal soft url soft sweet favorite,"['eggnog', 'cooky', 'soft', 'chewy', 'ball']"
Berry Oatmeal Cheesecake Cookie Bars,16 Square Bars ,"[{'cookie_base': ['3/4 cup butter', '3/4 cup light brown sugar', '1/4 cup sugar', '1 egg', '2 tsp vanilla extract', '2 tsp cinnamon', '1 3/4 cup flour', '2 tsp cornstarch', '1 tsp baking soda', '2 1/2 cups Old Fashioned Oats']}, {'main': ['8 oz cream cheese', '1/2 cup sugar', '1 egg', '3/4 cup white chocolate chips']}, {'topping': ['3/4 cup strawberries hulled and chopped', '3/4 cup blueberries']}]","['Preheat oven to 350 degrees.', 'Cream butter and sugars together until light and fluffy about 3 4 minutes.', 'Mix in egg and vanilla extract.', 'Add cinnamon flour cornstarch and baking soda to a medium sized bowl and combine.', 'With the mixer on low speed add flour mixture to butter and sugar mixture.', 'Stir in old fashioned oats.', 'Dough will be thick.', 'Line a 9 9 square pan with parchment paper.', 'Spread just over half of the cookie dough into the bottom of the pan.', 'To make the cheesecake filling beat the cream cheese sugar and egg together until combined.', 'Melt white chocolate and add to cream cheese mixture.', 'Mix well.', 'Spread cheesecake mixture evenly over oatmeal cookie base.', 'Sprinkle fruit evenly and crumble the remaining cookie dough on top of the cheesecake.', 'Bake for 32 34 minutes.', 'Edges should be lightly browned center may still be a bit jiggly but will firm as it cools.', 'Allow to cool completely before slicing.', 'Store in covered container in refrigerator.']",https://www.lifeloveandsugar.com/strawberry-and-blueberry-oatmeal-cheesecake-cookie-bars/,"[' recipes', ' holidays', ' sweets and treats', ' easter', ' july 4th', ' bars and brownies', ' cheesecakes', ' cookies', ' strawberry desserts', ' blueberries', ' cinnamon', ' cream cheese', ' oatmeal', ' strawberries', ' white chocolate']",berry cheesecake cookie bar square bar cookie base butter sugar sugar egg vanilla extract cornstarch soda oat oz cream cheese sugar egg chocolate chip strawberry blueberry cream butter sugar vanilla extract cornstarch soda combine speed mixture butter sugar mixture oat line paper spread half cookie cheesecake filling cream cheese sugar egg chocolate add cream mixture mixture cookie base sprinkle fruit cookie cheesecake bake edge center cool cool store container refrigerator lifeloveandsugar strawberry cheesecake cookie bar holiday treat easter july bar brownie cooky strawberry dessert blueberry cinnamon cream oatmeal chocolate oatmeal brown flour old white chopped light cinnamon flour low flour old thick square parchment bottom melt white cheese spread oatmeal crumble top firm url oatmeal sweet th cheese strawberry white,"['oatmeal', 'cookie', 'bar', 'strawberry', 'cheesecake']"
Chewy Snickerdoodle Cookies Recipe,40-45 cookies ,"[{'cookie_base': ['3/4 cup butter', '3/4 cup light brown sugar', '1/4 cup sugar', '1 egg', '2 tsp vanilla extract', '2 tsp cinnamon', '1 3/4 cup flour', '2 tsp cornstarch', '1 tsp baking soda', '2 1/2 cups Old Fashioned Oats']}, {'main': ['8 oz cream cheese', '1/2 cup sugar', '1 egg', '3/4 cup white chocolate chips']}, {'topping': ['3/4 cup strawberries hulled and chopped', '3/4 cup blueberries']}, {'main': ['2 3/4 cups all purpose flour', '2 tsp cream of tarter', '1 tsp baking soda', '1/2 tsp salt', '3/4 cup unsalted butter room temperature', '1 1/2 cups sugar plus 3 tbsp for rolling', '2 large eggs', '1 1/2 tsp vanilla extract', '1 tbsp ground cinnamon']}]","['Preheat oven to 400 degrees.', 'Prepare a cookie sheet']",https://www.lifeloveandsugar.com/classic-chewy-snickerdoodles/,"[' recipes', ' holidays', ' sweets and treats', ' christmas', ' cookies', ' video posts', ' cinnamon']",chewy cooky cooky cookie base butter sugar sugar egg vanilla extract cornstarch soda oat oz cream cheese sugar egg chocolate chip strawberry blueberry cream tarter soda salt butter sugar egg vanilla extract ground prepare cookie sheet lifeloveandsugar chewy treat christmas cooky video post cinnamon snickerdoodle brown flour old white chopped flour unsalted degree url classic sweet,"['chewy', 'cooky', 'classic', 'old', 'snickerdoodle']"
Banana Pudding Popsicles,8–10 popsicles ,"[{'cookie_base': ['3/4 cup butter', '3/4 cup light brown sugar', '1/4 cup sugar', '1 egg', '2 tsp vanilla extract', '2 tsp cinnamon', '1 3/4 cup flour', '2 tsp cornstarch', '1 tsp baking soda', '2 1/2 cups Old Fashioned Oats']}, {'main': ['8 oz cream cheese', '1/2 cup sugar', '1 egg', '3/4 cup white chocolate chips']}, {'topping': ['3/4 cup strawberries hulled and chopped', '3/4 cup blueberries']}, {'main': ['2 3/4 cups all purpose flour', '2 tsp cream of tarter', '1 tsp baking soda', '1/2 tsp salt', '3/4 cup unsalted butter room temperature', '1 1/2 cups sugar plus 3 tbsp for rolling', '2 large eggs', '1 1/2 tsp vanilla extract', '1 tbsp ground cinnamon']}, {'main': ['2 cups milk ', '1/4 cup heavy cream', '1/2 tsp vanilla extract', '3/4 cups sugar', '4 ripe bananas 2 whole and 2 sliced crosswise about 1 inch thick', '16 20 vanilla wafers']}]","['In a saucepan on low heat combine milk cream vanilla extract and sugar.', 'Heat until warm throughout.', 'Remove from heat and let cool for 10 15 minutes.', 'Pour the liquid into a blender.', 'Add 2 whole bananas and blend the mixture until smooth.', 'Place two slices of banana and two vanilla wafers each into popsicle mold then pour the milk mixture into each mold.', 'Place one popsicle stick in each mold pushing it about half way down.', 'Freeze until firm or about 8 hours.']",https://www.lifeloveandsugar.com/banana-pudding-popsicles/,"[' recipes', ' sweets and treats', ' ice cream and ice cream pies', ' bananas', ' vanilla wafers']",banana popsicle popsicle cookie base butter sugar sugar egg vanilla extract cornstarch soda oat oz cream cheese sugar egg chocolate chip strawberry blueberry cream tarter soda salt butter sugar egg vanilla extract ground cinnamon milk cream vanilla extract sugar ripe banana crosswise inch vanilla saucepan heat combine milk cream vanilla extract sugar heat warm remove heat blender mixture place slice vanilla wafer popsicle milk mixture place popsicle half way hour lifeloveandsugar banana popsicle treat ice cream ice cream pie banana vanilla wafer u brown flour old white chopped flour unsalted heavy whole thick low cool liquid whole smooth pour freeze firm url sweet,"['popsicle', 'banana', 'wafer', 'vanilla', 'whole']"
Bananas Foster Cheesecake,12-16 servings ,"[{'crust': ['2 1/4 cups vanilla wafer crumbs', '1/2 cup salted butter melted', '5 tbsp light brown sugar loosely packed', '1 tsp ground cinnamon']}, {'main': ['24 ounces cream cheese room temperature', '1 cup brown sugar loosely packed', '3 tbsp all purpose flour', '1 cup mashed ripe bananas ', '1 1/2 tsp ground cinnamon', ' tsp ground nutmeg', '2 tbsp dark rum', '3 large eggs room temperature']}, {'bananas_foster': ['1/4 cup salted butter', '1/2 cup light brown sugar packed', '1/8 tsp ground nutmeg', '1/2 tsp ground cinnamon', '1 tbsp heavy whipping cream', '2 tbsp dark rum', '2 medium bananas sliced into coins']}, {'whipped_cream': ['1/2 cup heavy whipping cream cold', ' cup powdered sugar', ' tsp ground cinnamon']}]","['Preheat oven to 325 F .', 'Line a 9 inch springform pan with parchment paper in the bottom and grease the sides.', 'Combine the crust ingredients in a small bowl.', 'Press the mixture into the bottom and up the sides of the springform pan.', 'Bake the crust for 10 minutes then remove from oven to cool.', 'Cover the outsides of the pan with aluminum foil so that water from the water bath cannot get in.', 'See my tutorial for preventing a water bath from leaking.', 'Set prepared pan aside.', 'Reduce oven temperature to 300 F .', 'In a large mixer bowl blend the cream cheese brown sugar and flour on low speed until completely combined and smooth.', 'Be sure to use low speed to reduce the amount of air added to the batter which can cause cracks.', 'Scrape down the sides of the bowl.', 'Add the mashed bananas cinnamon nutmeg and dark rum.', 'Beat on low speed until well combined.', 'Add eggs one at a time beating slowly and scraping the sides of the bowl as needed.', 'Pour the cheesecake batter into the crust.', 'Place the springform pan inside another larger pan.', 'Fill the outside pan with enough warm water to go about halfway up the sides of the springform pan.', 'The water should not go above the top edge of the aluminum foil on the springform pan.', 'Bake for 1 hour.', 'Turn off the oven and leave the cheesecake in oven with the door closed for 30 minutes.', 'Do not open the door or you ll release the heat.', 'Crack oven door and leave the cheesecake in the oven for another 30 minutes.', 'This cooling process helps the cheesecake cool slowly to prevent cracks.', 'Remove the cheesecake from the oven from oven and let sit on the counter for 15 minutes.', 'Remove the pan from water bath and remove aluminum foil.', 'Refrigerate cheesecake until completely cooled and firm 6 7 hours.', 'When cheesecake has cooled make the bananas foster.', 'Melt the butter in a large pan over medium high heat.', 'Add the brown sugar nutmeg cinnamon and heavy cream and stir until sugar is dissolved.', 'Pour the rum into the pan then use a lighter to light the rum.', 'Be careful the flame can get somewhat high.', 'Once lit allow it to cook swirling the pan a few times to disperse the rum and flames.', 'It should burn out within a minute or two but if not swirl a little more to help it burn out.', 'Add the bananas to the sauce and continue cooking another 1 2 minutes to thicken the sauce.', 'Remove from heat and set aside to cool and thicken before adding to the cheesecake.', 'While bananas foster cools remove the cheesecake from the springform pan and set on a serving plate.', 'To make the whipped cream add heavy whipping cream powdered sugar and cinnamon to mixing bowl and whip until stiff peaks form.', 'Pipe a swirl border with the whipped cream around the outside edge of the cheesecake.', 'To finish off cheesecake add the bananas foster on top in the middle of the whipped cream.', 'Drizzle the sauce over the bananas and down the sides of the cheesecake.', 'Refrigerate cheesecake until ready to serve.', 'Cheesecake is best for 2 3 days because the bananas on top can spoil.']",https://www.lifeloveandsugar.com/bananas-foster-cheesecake/,"[' recipes', ' sweets and treats', ' cheesecakes', ' bananas', ' brown sugar', ' cinnamon', ' cookbook', ' rum']",banana foster crust vanilla crumb butter sugar ground cinnamon cream cheese sugar banana ground cinnamon ground rum egg butter sugar ground ground cream dark rum banana coin cream heavy cream cold sugar ground cinnamon line inch springform paper bottom side combine crust press mixture side springform bake crust cover foil water water bath get water bath leaking blend cream cheese speed use speed air batter cause crack scrape side cinnamon nutmeg rum speed time side cheesecake batter place springform fill water springform water edge aluminum foil springform hour turn door door release heat crack door cheesecake cooling process help crack cheesecake let sit water bath aluminum foil refrigerate cheesecake hour cheesecake ha foster melt butter heat sugar cinnamon cream stir sugar rum use lighter rum flame lit cook swirling time disperse rum flame burn help banana sauce thicken sauce heat thicken cheesecake banana cheesecake springform make cream cream cinnamon whip form pipe swirl border cream edge cheesecake middle cream drizzle sauce side cheesecake refrigerate day spoil lifeloveandsugar banana treat cheesecake banana sugar rum light brown purpose ripe dark light brown cinnamon heavy parchment grease bottom cool aluminum tutorial prepared sugar low smooth sure low added banana dark low pour crust enough warm side top open cool prevent remove firm banana high brown nutmeg heavy pour light careful high swirl little add cool foster cool plate heavy sugar stiff peak finish banana foster top banana ready cheesecake top url foster sweet,"['banana', 'rum', 'cheesecake', 'foster', 'springform']"
Raspberry Orange Shortbread Bars,9-12 bars ,"[{'crust': ['3/4 cup salted butter room temperature', '1 1/2 cups all purpose flour', '3/4 cup sugar', '1/2 tsp vanilla']}, {'filling': ['Pulp from 2 large oranges peeled', 'Pulp from 6 oz raspberries', '1/4 cup sugar', '1/4 cup brown sugar', '3 tbsp flour']}, {'frosting': ['6 tbsp powdered sugar', '2 tsp milk', '1/2 tsp vanilla extract']}]","['Preheat oven to 350 degrees.', 'Line a 9 inch square pan with parchment paper leaving some sticking above the sides of the pan to lift the bars out later.', 'You can also use aluminum foil.', 'Add butter flour sugar and vanilla to a food processor and pulse until it comes together and forms a ball.', 'Press 3/4 of the dough evenly into the bottom of the pan.', 'Bake for 10 15 minutes or until the edges are lightly browned.', 'Remove from oven and set aside to cool for a few minutes.', 'In a small bowl combine pulp from raspberries and oranges with sugars and flour.', 'Spread fruit mixture evenly over crust.', 'Crumble remaining 1/4 of dough over fruit mixture.', 'Bake bars for 18 20 minutes then set aside to cool.', 'Once cooled use parchment paper or aluminum foil to remove from pan and cut into bars.', 'To make the glaze whisk together powdered sugar milk and vanilla extract.', 'Drizzle glaze over bars.']",https://www.lifeloveandsugar.com/raspberry-orange-shortbread-bars/,"[' recipes', ' sweets and treats', ' bars and brownies', ' oranges', ' raspberries', ' shortbread']",raspberry orange bar bar crust butter sugar vanilla pulp orange pulp oz raspberry sugar sugar milk vanilla line inch square paper side lift bar foil sugar vanilla food processor pulse ball press bake edge combine pulp orange sugar spread fruit mixture fruit mixture bar cool use paper aluminum foil cut bar glaze milk vanilla drizzle glaze bar lifeloveandsugar raspberry orange bar sweet treat bar brownie orange raspberry shortbread shortbread flour sugar powdered extract degree parchment sticking aluminum flour bottom cool crust crumble dough parchment sugar extract url shortbread,"['bar', 'orange', 'pulp', 'raspberry', 'shortbread']"
No Bake Funfetti Oreo Birthday Cake Cheesecake,12-14 Slices ,"[{'crust': ['25 Golden Birthday Cake Oreos', '2 3 tbsp sprinkles', '1/4 cup butter melted']}, {'filling': ['24 oz cream cheese room temperature', '1/2 cup sugar', '1 tsp vanilla extract', '1 cup Funfetti cake mix toasted', '2 tbsp milk', '8 oz cool whip ', '1 1/2 cups Golden Birthday Cake Oreo crumbs ', '7 10 Golden Birthday Cake Oreo chopped', '6 tbsp sprinkles']}, {'topping': ['3/4 cup heavy whipping cream cold', '6 tbsp powdered sugar', '1/2 tsp vanilla extract', 'Golden Birthday Cake Oreo crumbs optional', 'Golden Birthday Cake Oreos cut in half']}]","['To make the crust add the Oreos and sprinkles to a food processor.', 'Pulse until they form crumbs.', 'Combine the Oreo crumbs and sprinkles with the melted butter and stir together until well combined.', 'Press the crumbs into the bottom and halfway up the sides of a 9 inch springform pan.', 'Set in the refrigerator to firm.', 'To make the filling mix the cream cheese and sugar together in a large bowl with a mixer until smooth and well combined.', 'Add the vanilla extract cake mix and milk and mix until well combined.', 'Fold in the Cool Whip .', 'Add the Oreo crumbs chopped Oreos and sprinkles and gently stir until well combined.', 'Spread the filling evenly into crust and smooth the top.', 'Set in the refrigerator until firm 4 5 hours.', 'Remove the cheesecake from the pan.', 'To make the whipped cream topping add the heavy cream powdered sugar and vanilla extract to a large bowl.', 'Whip on high speed until stiff peaks form.', 'Pipe swirls of whipped cream around the top of the cheesecake.', 'Top with additional Oreo crumbs and Oreo halves if desired.', 'Refrigerate until ready to serve.']",https://www.lifeloveandsugar.com/no-bake-golden-birthday-cake-oreo-cheesecake/,"[' recipes', ' sweets and treats', ' cheesecakes', ' no bake desserts', ' birthday cake oreos', ' cake mix', ' cool whip', ' cream cheese', ' funfetti cake mix', ' heavy whipping cream', ' sprinkles']",bake slice crust birthday sprinkle butter cream cheese sugar vanilla extract milk whip birthday crumb birthday oreo cream cold sugar vanilla birthday birthday cut half sprinkle food processor form crumb combine oreo crumb sprinkle butter stir press crumb side inch springform refrigerator firm cream cheese sugar cake milk whip crumb sprinkle spread refrigerator firm hour cheesecake make cream cream vanilla extract whip speed form pipe swirl cream cheesecake oreo crumb half birthday cheesecake treat birthday cake cool whip cream cheese whipping cream sprinkle oreo birthday cheesecake golden oreo oz oz cool golden oreo golden sprinkle heavy extract golden oreo crumb optional golden oreo crust oreo pulse combined bottom vanilla extract fold cool oreo oreo crust top heavy sugar high stiff peak top top additional ready url golden oreo sweet dessert oreo heavy,"['oreo', 'birthday', 'golden', 'sprinkle', 'crumb']"
Gingerbread Cheesecake Trifle,10-12 Servings ,"[{'crust': ['25 Golden Birthday Cake Oreos', '2 3 tbsp sprinkles', '1/4 cup butter melted']}, {'filling': ['24 oz cream cheese room temperature', '1/2 cup sugar', '1 tsp vanilla extract', '1 cup Funfetti cake mix toasted', '2 tbsp milk', '8 oz cool whip ', '1 1/2 cups Golden Birthday Cake Oreo crumbs ', '7 10 Golden Birthday Cake Oreo chopped', '6 tbsp sprinkles']}, {'topping': ['3/4 cup heavy whipping cream cold', '6 tbsp powdered sugar', '1/2 tsp vanilla extract', 'Golden Birthday Cake Oreo crumbs optional', 'Golden Birthday Cake Oreos cut in half']}, {'main': ['16 oz cream cheese room temperature', '3/4 cup sugar', '1 tsp ginger', '1 tsp cinnamon', 'pinch of cloves', '2 tbsp molasses', '3 tbsp milk', '20 oz cool whip divided', '14 oz gingerbread cookies ', '1 cup caramel sauce divided']}]","['In a large bowl beat cream cheese and sugar until smooth.', 'Add ginger cinnamon cloves molasses and milk and mix until smooth.', 'Stir in 8 oz of Cool Whip .', 'In a large trifle dish break up gingerbread cookies to make an even layer.', 'Top cookies with half of cream cheese mixture.', 'Top cream cheese mixture with 1/2 a cup of caramel sauce.', 'Top caramel sauce with about 6 oz of Cool Whip .', 'Repeat steps 4 7 then finish off trifle with gingerbread crumbs.', 'Refrigerate until ready to serve at least 4 hours.', 'Can be made the night before and refrigerated overnight.']",https://www.lifeloveandsugar.com/gingerbread-cheesecake-trifle/,"[' recipes', ' holidays', ' sweets and treats', ' christmas', ' cheesecakes', ' fall favorites', ' no bake desserts', ' other sweets', ' trifles', ' caramel', ' cheesecake', ' christmas 2', ' cream cheese', ' dessert', ' food', ' gingerbread', ' no bake', ' recipe', ' trifle', ' whipped cream']",cheesecake trifle birthday sprinkle butter cream cheese sugar vanilla extract milk whip birthday crumb birthday oreo cream cold sugar vanilla birthday birthday cut half cream cheese sugar ginger cinnamon clove milk whip gingerbread cooky caramel sauce cream cheese sugar cool whip break cooky half cream mixture cream mixture caramel caramel sauce whip repeat trifle crumb hour night lifeloveandsugar cheesecake treat fall bake cream cheese dessert food bake trifle cream gingerbread crust golden oreo oz oz cool golden oreo golden sprinkle heavy extract golden oreo crumb optional golden oreo oz oz cool oz smooth ginger smooth stir oz trifle dish gingerbread top cheese top cheese top oz cool finish gingerbread ready overnight url gingerbread holiday sweet favorite dessert sweet christmas gingerbread,"['gingerbread', 'birthday', 'trifle', 'golden', 'oreo']"
No Bake Lemon Cheesecake,12-14 slices ,"[{'crust': ['2 1/4 cups vanilla wafer crumbs', '2 tbsp sugar', 'Pinch of salt', '10 tbsp unsalted butter melted']}, {'main': ['1/2 cup fresh squeezed lemon juice ', '0.25 oz package unflavored gelatin', '1/4 cup sweetened condensed milk', '24 oz cream cheese room temperature', '1/2 cup sugar', '2 tbsp sour cream', '2 1/2 tbsp lemon zest', '1 1/4 cups heavy whipping cream cold', '3/4 cup powdered sugar']}, {'whipped_cream': ['1 cup heavy whipping cream cold', '1/2 cup powdered sugar', '1 tsp vanilla extract']}]","['In a medium bowl combine the crust ingredients and mix well to combine completely.', 'Press the mixture into the bottom and up the sides of a 9 inch springform pan.', 'Set in the fridge to chill.', 'In a medium sized bowl add the lemon juice sprinkle the powdered gelatin evenly over it and let stand for 4 5 minutes.', 'Heat the lemon juice and gelatin in the microwave for 10 20 seconds until just warm and smooth.', 'Stir the sweetened condensed milk into the lemon juice mixture then set the mixture aside to cool to room temperature.', 'In a large mixer bowl beat the cream cheese and sugar together until well combined and smooth.', 'Add the sour cream and lemon zest and mix until well combined and smooth.', 'Add the cooled lemon juice mixture and mix until well combined and smooth.', 'Set mixture aside.', 'In another large mixer bowl add the heavy whipping cream and powdered sugar.', 'Whip on high speed until stiff peaks form.', 'Carefully fold the whipped cream into the cream cheese mixture in two parts until well combined.', 'Add the filling to the crust and spread into an even layer.', 'Refrigerate cheesecake until firm 5 6 hours or overnight.', 'To finish off the cheesecake remove it from the springform pan and set on a plate or serving platter.', 'Add the heavy whipping cream powdered sugar and vanilla extract for the whipped cream topping to a large mixer bowl.', 'Whip on high speed until stiff peaks form.', 'Pipe swirls of whipped cream around the edge of the cheesecake.', 'Top the cheesecake off with your desired toppings such as fresh fruit.']",https://www.lifeloveandsugar.com/no-bake-lemon-cheesecake/,"[' recipes', ' holidays', ' sweets and treats', ' easter', ' cheesecakes', ' no bake desserts', ' video posts', ' gelatin', ' lemon', ' sweetened con', ' vanilla wafers']",bake slice crust vanilla crumb sugar salt butter juice package gelatin milk oz cream cheese sugar cream lemon heavy cream cold sugar cream heavy cream cold sugar vanilla combine crust mixture side inch springform fridge chill juice sprinkle gelatin heat juice smooth stir milk juice mixture mixture cream cheese sugar cream lemon add juice mixture mixture add cream whip speed peak form cream cream mixture part spread cheesecake firm hour cheesecake springform plate platter cream vanilla extract cream speed form pipe swirl cream cheesecake cheesecake fruit bake cheesecake holiday treat video post gelatin lemon vanilla wafer unsalted fresh lemon oz condensed sour extract press bottom lemon lemon second warm condensed lemon cool smooth sour smooth lemon smooth heavy sugar high stiff whipped cheese crust refrigerate finish heavy sugar whip high stiff peak edge top fresh url lifeloveandsugar lemon sweet dessert con,"['lemon', 'cream', 'juice', 'cheesecake', 'gelatin']"
Raspberry Goat Cheese Cheesecake,12-14 slices ,"[{'crust': ['1 cup plus 3 tablespoons unsalted butter room temperature', '1/2 cup sugar', '3 tbsp honey', '2 cups all purpose flour', 'Pinch of salt']}, {'raspberry_swirl': ['2 tsp cornstarch', '1 tsp fresh lemon juice', '1 tbsp warm water', '2 cups fresh or frozen raspberries', '2 tbsp sugar']}, {'main': ['16 oz cream cheese room temperature', '12 oz goat cheese room temperature', '4 oz mascarpone cheese slightly softened', '1 1/2 cups sugar', '1 cup sour cream', '2 tsp vanilla', '4 large Eggland s Best eggs']}, {'additional': ['Honey for serving optional']}]","['To make the crust add 1 cup of butter sugar and honey to a large mixer bowl and cream on medium speed until fluffy.', 'Add the flour and salt and mix until combined.', 'Divide the dough in half and place each half on a piece of parchment paper.', 'Spread the dough out into a long log about 1 1/4 inches in diameter and wrap the parchment paper around it.', 'Wrap with plastic wrap.', 'Freeze the dough for 30 minutes or refrigerate for 2 hours until firm .', 'Preheat the oven to 325 F and line a cookie sheet with a silicone baking mat or parchment paper.', 'Cut the rolled dough into 1/4 inch pieces and place 1/2 inch apart on the lined cookie sheet.', 'Bake for 15 20 minutes or until the edges are golden and cookies are fully cooked and let cool completely.', 'Add the cookies to a food processor and crush into crumbs.', 'You want to have 2 1/4 cups of crumbs .', 'Melt the remaining 3 tablespoons butter and add it to the cookie crumbs.', 'Stir to combine well.', 'Press the cookie crumbs into the bottom of a springform pan that has been greased on the sides and lined on the bottom with parchment paper.', 'Bake the crust for 10 minutes then let cool.', 'Cover the outsides of the pan with aluminum foil']",https://www.lifeloveandsugar.com/raspberry-goat-cheese-cheesecake/,"[' recipes', ' holidays', ' sweets and treats', ' valentines day', ' easter', ' thanksgiving', ' christmas', ' new years', ' cheesecakes', ' easy cheesecake recipes', ' goat cheese', ' honey', ' mascarpone cheese', ' raspberries']",raspberry goat cheesecake slice crust butter sugar honey salt raspberry cornstarch lemon juice water frozen raspberry sugar oz cream cheese goat cheese mascarpone cheese cream vanilla eggland egg honey make crust butter sugar honey cream speed salt place half piece paper spread log inch diameter wrap paper plastic wrap freeze dough hour firm line cookie sheet silicone mat paper cut piece place sheet bake edge cooky cool food processor crush crumb melt butter cookie stir combine cookie bottom springform ha side paper bake let aluminum foil lifeloveandsugar raspberry goat cheesecake holiday day year cheesecake cheesecake goat honey mascarpone cheese raspberry cheese unsalted flour fresh warm fresh sugar sour additional optional flour half parchment long parchment wrap parchment inch inch cookie golden let add crumb crumb crumb bottom parchment crust outside url cheese sweet treat valentine new easy cheese,"['goat', 'raspberry', 'honey', 'cheese', 'cheesecake']"
